| Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
| tanbeta = 10, m0 = 2060 m12 = 680 | 1.46818e-05, 1.63379e-05, 1.30256e-05 | 2.03576e-06, 2.93469e-06, 1.13682e-06 | 0.00518771, 0.00545557, 0.00491985 | 4.20271e-11, 6.89908e-11, 1.50634e-11 | 7.26e-09, 1.60657e-08, -1.54571e-09 | 1.36991e-07, 2.03778e-07, 7.02043e-08 | 4.5996e-07, 9.24547e-07, -4.62737e-09 | 5.582e-09, 1.43585e-08, -3.19453e-09 | 1.61e-05, 3.33318e-05, -1.13176e-06 | 5.91e-06, 1.04669e-05, 1.3531e-06 | 
| tanbeta = 10, m0 = 2060 m12 = 700 | 1.1515e-05, 1.28685e-05, 1.01615e-05 | 1.76786e-06, 2.55603e-06, 9.79686e-07 | 0.00427799, 0.00449767, 0.00405831 | 4.07787e-11, 6.69467e-11, 1.46108e-11 | 5.57e-09, 1.23802e-08, -1.24016e-09 | 1.0848e-07, 1.62417e-07, 5.45421e-08 | 3.7595e-07, 7.63935e-07, -1.20349e-08 | 4.459e-09, 1.15994e-08, -2.68139e-09 | 1.08e-05, 2.28758e-05, -1.27577e-06 | 4.32e-06, 7.72619e-06, 9.13809e-07 | 
| tanbeta = 10, m0 = 2060 m12 = 720 | 9.04798e-06, 1.01568e-05, 7.93914e-06 | 1.53349e-06, 2.22322e-06, 8.43754e-07 | 0.00354059, 0.00372395, 0.00335723 | 3.95978e-11, 6.50299e-11, 1.41656e-11 | 4.23e-09, 9.42804e-09, -9.68036e-10 | 8.54462e-08, 1.28559e-07, 4.2333e-08 | 3.0713e-07, 6.31921e-07, -1.76609e-08 | 3.5324e-09, 9.30519e-09, -2.24039e-09 | 7.27e-06, 1.57239e-05, -1.18387e-06 | 3.15e-06, 5.68347e-06, 6.16532e-07 | 
| tanbeta = 10, m0 = 2060 m12 = 740 | 7.10108e-06, 8.01211e-06, 6.19006e-06 | 1.32752e-06, 1.93026e-06, 7.24777e-07 | 0.00293596, 0.00308901, 0.00278291 | 3.79167e-11, 6.2482e-11, 1.33514e-11 | 3.18e-09, 7.11494e-09, -7.54943e-10 | 6.67143e-08, 1.01129e-07, 3.23e-08 | 2.5046e-07, 5.21084e-07, -2.01644e-08 | 2.7913e-09, 7.4374e-09, -1.8548e-09 | 4.88e-06, 1.07933e-05, -1.03334e-06 | 2.28e-06, 4.15236e-06, 4.07636e-07 | 
| tanbeta = 10, m0 = 2060 m12 = 760 | 5.57065e-06, 6.31741e-06, 4.82388e-06 | 1.14582e-06, 1.66998e-06, 6.21656e-07 | 0.00243456, 0.00256084, 0.00230828 | 3.56416e-11, 5.84109e-11, 1.28723e-11 | 2.37e-09, 5.31432e-09, -5.74319e-10 | 5.15404e-08, 7.8649e-08, 2.44318e-08 | 2.0393e-07, 4.29107e-07, -2.12468e-08 | 2.1843e-09, 5.89635e-09, -1.52775e-09 | 3.26e-06, 7.37335e-06, -8.53352e-07 | 1.64e-06, 3.01165e-06, 2.68355e-07 | 
| tanbeta = 10, m0 = 2060 m12 = 780 | 4.36479e-06, 4.97913e-06, 3.75046e-06 | 9.8788e-07, 1.4442e-06, 5.31558e-07 | 0.00202795, 0.00213444, 0.00192146 | 3.44917e-11, 5.65369e-11, 1.24466e-11 | 1.75e-09, 3.93168e-09, -4.31675e-10 | 3.96018e-08, 6.08755e-08, 1.8328e-08 | 1.655e-07, 3.52727e-07, -2.17267e-08 | 1.7012e-09, 4.65214e-09, -1.24974e-09 | 2.18e-06, 5.03932e-06, -6.79321e-07 | 1.17e-06, 2.17393e-06, 1.66067e-07 | 
| tanbeta = 10, m0 = 2060 m12 = 800 | 3.41968e-06, 3.9315e-06, 2.90786e-06 | 8.50532e-07, 1.2465e-06, 4.54562e-07 | 0.00169041, 0.00177947, 0.00160135 | 3.23133e-11, 5.26942e-11, 1.19324e-11 | 1.28e-09, 2.8781e-09, -3.18104e-10 | 3.01457e-08, 4.66728e-08, 1.36187e-08 | 1.3416e-07, 2.89326e-07, -2.10063e-08 | 1.321e-09, 3.65664e-09, -1.01464e-09 | 1.46e-06, 3.44526e-06, -5.25255e-07 | 8.35e-07, 1.56583e-06, 1.0417e-07 | 
| tanbeta = 10, m0 = 2060 m12 = 820 | 2.68538e-06, 3.1054e-06, 2.26535e-06 | 7.30727e-07, 1.0738e-06, 3.87657e-07 | 0.00141214, 0.00148678, 0.0013375 | 3.13438e-11, 5.11338e-11, 1.15539e-11 | 9.22e-10, 2.07949e-09, -2.35493e-10 | 2.27784e-08, 3.55044e-08, 1.00523e-08 | 1.08894e-07, 2.37019e-07, -1.92314e-08 | 1.018e-09, 2.85086e-09, -8.14859e-10 | 9.69e-07, 2.33795e-06, -3.99949e-07 | 5.91e-07, 1.11935e-06, 6.26464e-08 | 
| tanbeta = 10, m0 = 2060 m12 = 840 | 2.10691e-06, 2.45422e-06, 1.7596e-06 | 6.25675e-07, 9.22022e-07, 3.29329e-07 | 0.00118173, 0.00124454, 0.00111892 | 3.02859e-11, 4.9408e-11, 1.11637e-11 | 6.59e-10, 1.4849e-09, -1.66897e-10 | 1.70499e-08, 2.67419e-08, 7.35797e-09 | 8.7684e-08, 1.93465e-07, -1.80967e-08 | 7.809e-10, 2.2136e-09, -6.51804e-10 | 6.42e-07, 1.58566e-06, -3.01663e-07 | 4.15e-07, 7.94121e-07, 3.58785e-08 | 
| tanbeta = 10, m0 = 2060 m12 = 860 | 1.65079e-06, 1.93943e-06, 1.36215e-06 | 5.36037e-07, 7.9151e-07, 2.80565e-07 | 0.000988742, 0.0010416, 0.000935886 | 2.92389e-11, 4.77034e-11, 1.07745e-11 | 4.66e-10, 1.05227e-09, -1.20275e-10 | 1.26e-08, 1.99972e-08, 5.20281e-09 | 7.062e-08, 1.57605e-07, -1.63654e-08 | 5.82e-10, 1.66345e-09, -4.99445e-10 | 4.24e-07, 1.06932e-06, -2.21318e-07 | 2.9e-07, 5.59919e-07, 2.00807e-08 | 
| tanbeta = 10, m0 = 2060 m12 = 880 | 1.29533e-06, 1.53291e-06, 1.05775e-06 | 4.58129e-07, 6.78905e-07, 2.37353e-07 | 0.000829491, 0.000873861, 0.000785121 | 2.82482e-11, 4.61164e-11, 1.038e-11 | 3.26e-10, 7.36724e-10, -8.47238e-11 | 9.24e-09, 1.487e-08, 3.60997e-09 | 5.6692e-08, 1.28223e-07, -1.48387e-08 | 4.4e-10, 1.27464e-09, -3.94644e-10 | 2.79e-07, 7.17899e-07, -1.59899e-07 | 2.01e-07, 3.91535e-07, 1.04655e-08 | 
| tanbeta = 10, m0 = 2060 m12 = 900 | 1.0155e-06, 1.21245e-06, 8.18564e-07 | 3.91031e-07, 5.80437e-07, 2.01626e-07 | 0.00069738, 0.000735096, 0.000659664 | 2.72455e-11, 4.44723e-11, 1.00187e-11 | 2.25e-10, 5.06399e-10, -5.63986e-11 | 6.69e-09, 1.09243e-08, 2.45569e-09 | 4.5394e-08, 1.04005e-07, -1.32166e-08 | 3.3e-10, 9.67491e-10, -3.07491e-10 | 1.82e-07, 4.78642e-07, -1.14642e-07 | 1.38e-07, 2.71627e-07, 4.37299e-09 | 
| tanbeta = 10, m0 = 2060 m12 = 920 | 7.96013e-07, 9.57929e-07, 6.34098e-07 | 3.33581e-07, 4.96908e-07, 1.70255e-07 | 0.000586474, 0.00061815, 0.000554798 | 2.62945e-11, 4.29499e-11, 9.63904e-12 | 1.54e-10, 3.46234e-10, -3.82341e-11 | 4.79e-09, 7.95366e-09, 1.62634e-09 | 3.6319e-08, 8.42112e-08, -1.15732e-08 | 2.46e-10, 7.32481e-10, -2.40481e-10 | 1.18e-07, 3.17234e-07, -8.12338e-08 | 9.39e-08, 1.87095e-07, 7.04532e-10 | 
| tanbeta = 10, m0 = 2060 m12 = 940 | 6.24626e-07, 7.5695e-07, 4.92302e-07 | 2.84447e-07, 4.24888e-07, 1.44005e-07 | 0.000493685, 0.000520094, 0.000467276 | 2.53474e-11, 4.14075e-11, 9.2873e-12 | 1.04e-10, 2.32698e-10, -2.46981e-11 | 3.39e-09, 5.72543e-09, 1.05457e-09 | 2.8961e-08, 6.80559e-08, -1.01339e-08 | 1.83e-10, 5.50219e-10, -1.84219e-10 | 7.64e-08, 2.09506e-07, -5.67055e-08 | 6.33e-08, 1.27122e-07, -5.22341e-10 | 
| tanbeta = 10, m0 = 2060 m12 = 960 | 4.89105e-07, 5.98064e-07, 3.80146e-07 | 2.41337e-07, 3.61248e-07, 1.21426e-07 | 0.000416439, 0.00043891, 0.000393968 | 2.44095e-11, 3.98838e-11, 8.9352e-12 | 6.92e-11, 1.54067e-10, -1.56668e-11 | 2.37e-09, 4.07983e-09, 6.60169e-10 | 2.3018e-08, 5.4823e-08, -8.78696e-09 | 1.34e-10, 4.08858e-10, -1.40858e-10 | 4.89e-08, 1.36885e-07, -3.90853e-08 | 4.23e-08, 8.58029e-08, -1.20288e-09 | 
| tanbeta = 10, m0 = 2060 m12 = 980 | 3.84156e-07, 4.7266e-07, 2.95652e-07 | 2.05079e-07, 3.08032e-07, 1.02126e-07 | 0.000351008, 0.000369562, 0.000332454 | 2.34911e-11, 3.83927e-11, 8.58951e-12 | 4.55e-11, 1.0061e-10, -9.60991e-12 | 1.64e-09, 2.87631e-09, 4.03688e-10 | 1.82859e-08, 4.40914e-08, -7.51957e-09 | 9.78e-11, 3.02187e-10, -1.06587e-10 | 3.1e-08, 8.84556e-08, -2.64556e-08 | 2.8e-08, 5.73151e-08, -1.31514e-09 | 
| tanbeta = 10, m0 = 2060 m12 = 1000 | 3.01674e-07, 3.73519e-07, 2.29829e-07 | 1.73759e-07, 2.61604e-07, 8.59131e-08 | 0.000296948, 0.000312507, 0.000281389 | 2.26081e-11, 3.6957e-11, 8.25915e-12 | 2.95e-11, 6.45621e-11, -5.56214e-12 | 1.12e-09, 2.00598e-09, 2.34017e-10 | 1.44618e-08, 3.53206e-08, -6.39699e-09 | 7.06e-11, 2.21024e-10, -7.98238e-11 | 1.95e-08, 5.6874e-08, -1.7874e-08 | 1.83e-08, 3.77985e-08, -1.19846e-09 | 
| tanbeta = 10, m0 = 2080 m12 = 140 | 0.0111009, 0.011997, 0.0102047 | 2.91017e-05, 3.98672e-05, 1.83361e-05 | 25.5052, 27.5788, 23.4316 | 5.52455e-11, 9.0245e-11, 2.0246e-11 | 3.78e-07, 8.0012e-07, -4.41201e-08 | 3.24735e-06, 4.46246e-06, 2.03224e-06 | 1.9641e-05, 3.18805e-05, 7.40153e-06 | 2.4834e-07, 5.09385e-07, -1.27051e-08 | 9.33668, 10.8765, 7.79684 | 0.0126299, 0.0166562, 0.00860361 | 
| tanbeta = 10, m0 = 2080 m12 = 160 | 0.00852457, 0.00925987, 0.00778928 | 2.77103e-05, 3.79679e-05, 1.74527e-05 | 10.3384, 11.0776, 9.5992 | 5.47374e-11, 8.94502e-11, 2.00246e-11 | 3.57e-07, 7.53886e-07, -3.98864e-08 | 3.19209e-06, 4.38934e-06, 1.99484e-06 | 1.8325e-05, 2.99262e-05, 6.72377e-06 | 2.3296e-07, 4.81509e-07, -1.5589e-08 | 4.28, 5.01812, 3.54188 | 0.00934835, 0.0123909, 0.00630577 | 
| tanbeta = 10, m0 = 2080 m12 = 180 | 0.0065713, 0.00712883, 0.00601376 | 2.62563e-05, 3.60156e-05, 1.6497e-05 | 5.39659, 5.75306, 5.04012 | 5.42076e-11, 8.85734e-11, 1.98418e-11 | 3.35e-07, 7.05796e-07, -3.57955e-08 | 3.1059e-06, 4.2723e-06, 1.9395e-06 | 1.7211e-05, 2.8146e-05, 6.27598e-06 | 2.1963e-07, 4.55068e-07, -1.58085e-08 | 2.1, 2.48544, 1.71456 | 0.00696445, 0.00930243, 0.00462646 | 
| tanbeta = 10, m0 = 2080 m12 = 200 | 0.00507235, 0.00550814, 0.00463656 | 2.47435e-05, 3.3999e-05, 1.5488e-05 | 3.16105, 3.35755, 2.96455 | 5.37022e-11, 8.7757e-11, 1.96474e-11 | 3.13e-07, 6.58096e-07, -3.20964e-08 | 3.0078e-06, 4.14703e-06, 1.86857e-06 | 1.5794e-05, 2.59005e-05, 5.68748e-06 | 2.0324e-07, 4.2411e-07, -1.76305e-08 | 1.08, 1.29087, 0.869134 | 0.00522973, 0.00703272, 0.00342674 | 
| tanbeta = 10, m0 = 2080 m12 = 220 | 0.00392492, 0.00425531, 0.00359452 | 2.32077e-05, 3.19259e-05, 1.44896e-05 | 1.98921, 2.10852, 1.8699 | 5.31885e-11, 8.69308e-11, 1.94461e-11 | 2.9e-07, 6.08832e-07, -2.88325e-08 | 2.88687e-06, 3.98526e-06, 1.78849e-06 | 1.4579e-05, 2.40111e-05, 5.14688e-06 | 1.8787e-07, 3.92067e-07, -1.63267e-08 | 0.582, 0.702779, 0.461221 | 0.00394266, 0.00534285, 0.00254247 | 
| tanbeta = 10, m0 = 2080 m12 = 240 | 0.00304923, 0.00332053, 0.00277794 | 2.16479e-05, 2.98138e-05, 1.3482e-05 | 1.31392, 1.3901, 1.23774 | 5.26051e-11, 8.60071e-11, 1.92031e-11 | 2.67e-07, 5.60101e-07, -2.61005e-08 | 2.74859e-06, 3.79623e-06, 1.70096e-06 | 1.3163e-05, 2.18333e-05, 4.49274e-06 | 1.7247e-07, 3.62677e-07, -1.77375e-08 | 0.322, 0.392581, 0.251419 | 0.00298147, 0.00407727, 0.00188568 | 
| tanbeta = 10, m0 = 2080 m12 = 260 | 0.00237235, 0.00257616, 0.00216854 | 2.01063e-05, 2.76977e-05, 1.25149e-05 | 0.902847, 0.953713, 0.851981 | 5.20274e-11, 8.50844e-11, 1.89705e-11 | 2.44e-07, 5.11434e-07, -2.34339e-08 | 2.59074e-06, 3.58639e-06, 1.59508e-06 | 1.1847e-05, 1.97767e-05, 3.91732e-06 | 1.5607e-07, 3.30761e-07, -1.8621e-08 | 0.184, 0.226736, 0.141264 | 0.00226178, 0.00312298, 0.00140058 | 
| tanbeta = 10, m0 = 2080 m12 = 280 | 0.00185169, 0.00201061, 0.00169276 | 1.85999e-05, 2.56669e-05, 1.15329e-05 | 0.636402, 0.671429, 0.601375 | 5.14363e-11, 8.41458e-11, 1.87267e-11 | 2.21e-07, 4.63216e-07, -2.12163e-08 | 2.42503e-06, 3.35894e-06, 1.49111e-06 | 1.0632e-05, 1.78222e-05, 3.44184e-06 | 1.4069e-07, 3.0006e-07, -1.86799e-08 | 0.108, 0.134549, 0.0814514 | 0.00171853, 0.00239402, 0.00104304 | 
| tanbeta = 10, m0 = 2080 m12 = 300 | 0.00144412, 0.00156706, 0.00132117 | 1.71255e-05, 2.36733e-05, 1.05778e-05 | 0.458812, 0.483357, 0.434267 | 5.07742e-11, 8.30685e-11, 1.84799e-11 | 1.99e-07, 4.17184e-07, -1.91841e-08 | 2.24241e-06, 3.11517e-06, 1.36965e-06 | 9.458e-06, 1.59599e-05, 2.95614e-06 | 1.2633e-07, 2.70868e-07, -1.82075e-08 | 0.0643, 0.0809987, 0.0476013 | 0.00130096, 0.00182842, 0.000773497 | 
| tanbeta = 10, m0 = 2080 m12 = 320 | 0.00112956, 0.00122485, 0.00103428 | 1.56972e-05, 2.17269e-05, 9.66753e-06 | 0.337267, 0.355219, 0.319315 | 5.01115e-11, 8.20322e-11, 1.81908e-11 | 1.77e-07, 3.72118e-07, -1.81184e-08 | 2.06393e-06, 2.87243e-06, 1.25542e-06 | 8.344e-06, 1.41709e-05, 2.5171e-06 | 1.1198e-07, 2.4234e-07, -1.83804e-08 | 0.0390978, 0.0498311, 0.0283646 | 0.000990307, 0.00140273, 0.000577886 | 
| tanbeta = 10, m0 = 2080 m12 = 340 | 0.000883961, 0.000958276, 0.000809647 | 1.43361e-05, 1.98709e-05, 8.80121e-06 | 0.251182, 0.264475, 0.237889 | 4.93828e-11, 8.08498e-11, 1.79157e-11 | 1.57e-07, 3.30431e-07, -1.64306e-08 | 1.88081e-06, 2.62725e-06, 1.13437e-06 | 7.3118e-06, 1.25263e-05, 2.09725e-06 | 9.884e-08, 2.15418e-07, -1.77381e-08 | 0.0240365, 0.0310866, 0.0169864 | 0.00075432, 0.00107731, 0.000431327 | 
| tanbeta = 10, m0 = 2080 m12 = 360 | 0.00069157, 0.000747489, 0.00063565 | 1.30408e-05, 1.81167e-05, 7.96491e-06 | 0.188891, 0.198686, 0.179096 | 4.86153e-11, 7.96001e-11, 1.76305e-11 | 1.38e-07, 2.90712e-07, -1.47116e-08 | 1.69554e-06, 2.37197e-06, 1.0191e-06 | 6.3903e-06, 1.10096e-05, 1.77096e-06 | 8.673e-08, 1.9057e-07, -1.711e-08 | 0.0149645, 0.0197167, 0.0102124 | 0.000574628, 0.000827682, 0.000321574 | 
| tanbeta = 10, m0 = 2080 m12 = 380 | 0.000541409, 0.000584352, 0.000498465 | 1.18288e-05, 1.64689e-05, 7.18858e-06 | 0.143993, 0.151383, 0.136603 | 4.7858e-11, 7.8389e-11, 1.7327e-11 | 1.2e-07, 2.53946e-07, -1.39458e-08 | 1.52328e-06, 2.13924e-06, 9.07322e-07 | 5.5498e-06, 9.63988e-06, 1.45972e-06 | 7.554e-08, 1.67583e-07, -1.65025e-08 | 0.00944139, 0.0126293, 0.00625346 | 0.000437769, 0.000636043, 0.000239496 | 
| tanbeta = 10, m0 = 2080 m12 = 400 | 0.000423951, 0.000457793, 0.000390109 | 1.06896e-05, 1.49061e-05, 6.47303e-06 | 0.110834, 0.116485, 0.105183 | 4.70391e-11, 7.70604e-11, 1.70179e-11 | 1.04e-07, 2.20706e-07, -1.27057e-08 | 1.35384e-06, 1.9046e-06, 8.03087e-07 | 4.7903e-06, 8.39225e-06, 1.18835e-06 | 6.547e-08, 1.46634e-07, -1.56936e-08 | 0.00601956, 0.00818776, 0.00385136 | 0.000332303, 0.000486797, 0.000177808 | 
| tanbeta = 10, m0 = 2080 m12 = 420 | 0.000333542, 0.00035963, 0.000307454 | 9.60824e-06, 1.34286e-05, 5.78784e-06 | 0.0860718, 0.0904476, 0.081696 | 4.62342e-11, 7.57717e-11, 1.66966e-11 | 8.96e-08, 1.90223e-07, -1.10227e-08 | 1.1926e-06, 1.6836e-06, 7.01606e-07 | 4.1319e-06, 7.29479e-06, 9.6901e-07 | 5.654e-08, 1.27644e-07, -1.45638e-08 | 0.00389069, 0.0053775, 0.00240387 | 0.000253653, 0.00037507, 0.000132236 | 
| tanbeta = 10, m0 = 2080 m12 = 440 | 0.000262272, 0.000283315, 0.000241229 | 8.63688e-06, 1.2092e-05, 5.18172e-06 | 0.0672778, 0.0706776, 0.063878 | 4.53985e-11, 7.44455e-11, 1.63515e-11 | 7.63e-08, 1.62277e-07, -9.67701e-09 | 1.04308e-06, 1.4774e-06, 6.08762e-07 | 3.5343e-06, 6.29322e-06, 7.75381e-07 | 4.832e-08, 1.10076e-07, -1.34359e-08 | 0.00250291, 0.00352398, 0.00148184 | 0.000191607, 0.000285569, 9.7644e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 460 | 0.000206183, 0.000222684, 0.000189682 | 7.7118e-06, 1.08288e-05, 4.59481e-06 | 0.0529821, 0.0556668, 0.0502974 | 4.4543e-11, 7.30663e-11, 1.60197e-11 | 6.46e-08, 1.37734e-07, -8.53437e-09 | 9.01519e-07, 1.28026e-06, 5.2278e-07 | 3.0176e-06, 5.42873e-06, 6.06471e-07 | 4.123e-08, 9.47826e-08, -1.23226e-08 | 0.00162904, 0.00233117, 0.000926909 | 0.00014578, 0.000219588, 7.19708e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 480 | 0.000162278, 0.000175203, 0.000149353 | 6.87512e-06, 9.67151e-06, 4.07874e-06 | 0.0418774, 0.0439804, 0.0397744 | 4.36381e-11, 7.16256e-11, 1.56507e-11 | 5.42e-08, 1.16121e-07, -7.72101e-09 | 7.75351e-07, 1.10538e-06, 4.45324e-07 | 2.5618e-06, 4.65225e-06, 4.71354e-07 | 3.4953e-08, 8.10682e-08, -1.11622e-08 | 0.00106926, 0.00155774, 0.000580783 | 0.00010979, 0.000166769, 5.28121e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 500 | 0.000127225, 0.000137757, 0.000116693 | 6.11194e-06, 8.61647e-06, 3.60742e-06 | 0.0333961, 0.0350751, 0.0317171 | 4.27352e-11, 7.01549e-11, 1.53156e-11 | 4.51e-08, 9.69076e-08, -6.70757e-09 | 6.61841e-07, 9.46994e-07, 3.76687e-07 | 2.1667e-06, 3.97472e-06, 3.58679e-07 | 2.9402e-08, 6.88581e-08, -1.00541e-08 | 0.000711843, 0.00105478, 0.000368909 | 8.35171e-05, 0.000128027, 3.90075e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 520 | 9.99394e-05, 0.000108483, 9.13962e-05 | 5.41959e-06, 7.66161e-06, 3.17757e-06 | 0.0268271, 0.0281837, 0.0254705 | 4.12899e-11, 6.79653e-11, 1.46145e-11 | 3.72e-08, 8.01835e-08, -5.78347e-09 | 5.60597e-07, 8.05407e-07, 3.15787e-07 | 1.8323e-06, 3.39074e-06, 2.73861e-07 | 2.4671e-08, 5.83562e-08, -9.01419e-09 | 0.000470349, 0.000709275, 0.000231424 | 6.27269e-05, 9.70473e-05, 2.84066e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 540 | 7.83267e-05, 8.517e-05, 7.14834e-05 | 4.78666e-06, 6.78222e-06, 2.79111e-06 | 0.0215429, 0.0226319, 0.0204539 | 4.03179e-11, 6.63778e-11, 1.4258e-11 | 3.05e-08, 6.60862e-08, -5.08624e-09 | 4.70779e-07, 6.79498e-07, 2.62059e-07 | 1.4885e-06, 2.7839e-06, 1.93096e-07 | 2.0457e-08, 4.89929e-08, -8.07892e-09 | 0.000314882, 0.000483031, 0.000146734 | 4.73561e-05, 7.38822e-05, 2.083e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 560 | 6.15198e-05, 6.70556e-05, 5.5984e-05 | 4.22111e-06, 5.99841e-06, 2.4438e-06 | 0.0174118, 0.0182929, 0.0165307 | 3.93729e-11, 6.48302e-11, 1.39156e-11 | 2.48e-08, 5.38882e-08, -4.28825e-09 | 3.93311e-07, 5.69944e-07, 2.16679e-07 | 1.2753e-06, 2.41512e-06, 1.3548e-07 | 1.6959e-08, 4.10616e-08, -7.14359e-09 | 0.000211341, 0.000329645, 9.30365e-05 | 3.54597e-05, 5.57998e-05, 1.51196e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 580 | 4.82668e-05, 5.2835e-05, 4.36986e-05 | 3.71306e-06, 5.2876e-06, 2.13853e-06 | 0.0141296, 0.0148476, 0.0134116 | 3.84443e-11, 6.33354e-11, 1.35531e-11 | 2e-08, 4.36518e-08, -3.65179e-09 | 3.25703e-07, 4.74453e-07, 1.76953e-07 | 1.0826e-06, 2.06344e-06, 1.01758e-07 | 1.3976e-08, 3.41665e-08, -6.21454e-09 | 0.00014174, 0.000224848, 5.86322e-05 | 2.65373e-05, 4.2096e-05, 1.09787e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 600 | 3.78826e-05, 4.15284e-05, 3.42367e-05 | 3.25473e-06, 4.64569e-06, 1.86376e-06 | 0.0115034, 0.0120888, 0.010918 | 3.69717e-11, 6.10867e-11, 1.28566e-11 | 1.6e-08, 3.50224e-08, -3.02236e-09 | 2.68022e-07, 3.92453e-07, 1.43592e-07 | 9.013e-07, 1.74068e-06, 6.19153e-08 | 1.1405e-08, 2.82764e-08, -5.46642e-09 | 9.50957e-05, 0.000153147, 3.70446e-05 | 1.97777e-05, 3.16746e-05, 7.88078e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 620 | 2.97289e-05, 3.27269e-05, 2.67309e-05 | 2.85248e-06, 4.08638e-06, 1.61857e-06 | 0.00938977, 0.00986701, 0.00891253 | 3.49613e-11, 5.75002e-11, 1.24224e-11 | 1.27e-08, 2.78788e-08, -2.47879e-09 | 2.18904e-07, 3.21729e-07, 1.1608e-07 | 7.5237e-07, 1.46999e-06, 3.47459e-08 | 9.337e-09, 2.33434e-08, -4.6694e-09 | 5.3e-05, 0.000102571, 3.4288e-06 | 1.37e-05, 2.3622e-05, 3.77805e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 640 | 2.3326e-05, 2.57614e-05, 2.08905e-05 | 2.48898e-06, 3.5765e-06, 1.40145e-06 | 0.00768535, 0.00807713, 0.00729357 | 3.404e-11, 5.59842e-11, 1.20958e-11 | 9.97e-09, 2.20025e-08, -2.06249e-09 | 1.76973e-07, 2.61842e-07, 9.21033e-08 | 6.2476e-07, 1.23277e-06, 1.67477e-08 | 7.557e-09, 1.91027e-08, -3.98871e-09 | 3.56e-05, 7.0391e-05, 8.09021e-07 | 1.01e-05, 1.76194e-05, 2.5806e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 660 | 1.83177e-05, 2.03025e-05, 1.63329e-05 | 2.16836e-06, 3.12533e-06, 1.2114e-06 | 0.00631992, 0.00664517, 0.00599467 | 3.31222e-11, 5.44954e-11, 1.1749e-11 | 7.76e-09, 1.71786e-08, -1.65859e-09 | 1.42421e-07, 2.11753e-07, 7.30892e-08 | 5.1745e-07, 1.03301e-06, 1.88629e-09 | 6.097e-09, 1.56045e-08, -3.41049e-09 | 2.39e-05, 4.83182e-05, -5.18166e-07 | 7.46e-06, 1.31143e-05, 1.80572e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 680 | 1.43708e-05, 1.59929e-05, 1.27488e-05 | 1.88538e-06, 2.72443e-06, 1.04632e-06 | 0.00520607, 0.00547464, 0.0049375 | 3.116e-11, 5.09683e-11, 1.13517e-11 | 6e-09, 1.33165e-08, -1.31645e-09 | 1.13751e-07, 1.70124e-07, 5.73787e-08 | 4.2636e-07, 8.61203e-07, -8.48343e-09 | 4.894e-09, 1.26693e-08, -2.88126e-09 | 1.61e-05, 3.32036e-05, -1.00356e-06 | 5.47e-06, 9.71299e-06, 1.22701e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 700 | 1.12889e-05, 1.26118e-05, 9.96607e-06 | 1.63889e-06, 2.37347e-06, 9.04309e-07 | 0.00429527, 0.00451748, 0.00407306 | 3.028e-11, 4.95598e-11, 1.10002e-11 | 4.59e-09, 1.02375e-08, -1.05754e-09 | 8.98004e-08, 1.3492e-07, 4.46809e-08 | 3.4847e-07, 7.11626e-07, -1.46864e-08 | 3.907e-09, 1.02296e-08, -2.41564e-09 | 1.08e-05, 2.27733e-05, -1.17325e-06 | 4e-06, 7.17011e-06, 8.29891e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 720 | 8.85628e-06, 9.93841e-06, 7.77415e-06 | 1.42193e-06, 2.06518e-06, 7.78675e-07 | 0.00355543, 0.00373934, 0.00337152 | 2.94412e-11, 4.82056e-11, 1.06769e-11 | 3.48e-09, 7.78271e-09, -8.22709e-10 | 7.06724e-08, 1.0694e-07, 3.44045e-08 | 2.8475e-07, 5.87948e-07, -1.84483e-08 | 3.0953e-09, 8.21158e-09, -2.02098e-09 | 7.24e-06, 1.56703e-05, -1.19026e-06 | 2.91e-06, 5.26662e-06, 5.53375e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 740 | 6.95486e-06, 7.85776e-06, 6.05197e-06 | 1.23196e-06, 1.79397e-06, 6.69938e-07 | 0.00294226, 0.00309563, 0.00278889 | 2.85024e-11, 4.66681e-11, 1.03367e-11 | 2.61e-09, 5.85873e-09, -6.38726e-10 | 5.51216e-08, 8.39649e-08, 2.62784e-08 | 2.3217e-07, 4.84743e-07, -2.04034e-08 | 2.448e-09, 6.55622e-09, -1.66022e-09 | 4.86e-06, 1.0736e-05, -1.01595e-06 | 2.1e-06, 3.83354e-06, 3.66457e-07 | 
