| Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
| tanbeta = 10, m0 = 100 m12 = 500 | 0.00108861, 0.00116396, 0.00101326 | 0.00354526, 0.0045071, 0.00258343 | 0.0225885, 0.0237414, 0.0214356 | 0.00958739, 0.0101907, 0.00898406 | 0.00482586, 0.00596641, 0.00368531 | 0.0260164, 0.0294104, 0.0226225 | 0.001259, 0.00176394, 0.000754062 | 0.000357, 0.000529404, 0.000184596 | 0.00134655, 0.00201366, 0.000679445 | 0.0159396, 0.0197265, 0.0121528 | 
| tanbeta = 10, m0 = 100 m12 = 520 | 0.00080661, 0.000862064, 0.000751156 | 0.00271447, 0.00346665, 0.00196229 | 0.0181787, 0.0191068, 0.0172506 | 0.00815684, 0.00867755, 0.00763613 | 0.00339542, 0.00424858, 0.00254226 | 0.0195052, 0.0221207, 0.0168897 | 0.0009104, 0.00128827, 0.000532534 | 0.000252, 0.000378793, 0.000125207 | 0.000905727, 0.00137677, 0.000434681 | 0.0112437, 0.014067, 0.00842043 | 
| tanbeta = 10, m0 = 120 m12 = 100 | 4.56279, 4.85248, 4.27309 | 8.29721, 9.68404, 6.91037 | 191.1, 211.118, 171.082 | 0.446658, 0.467472, 0.425844 | 58.4023, 67.6422, 49.1623 | 50.4193, 56.4061, 44.4324 | 14.5129, 17.1657, 11.86 | 6.08, 7.13278, 5.02722 | 95.164, 108.326, 82.0017 | 228.724, 254.243, 203.204 | 
| tanbeta = 10, m0 = 120 m12 = 120 | 2.26825, 2.41155, 2.12495 | 4.41323, 5.18383, 3.64263 | 49.3437, 53.9095, 44.7779 | 0.36123, 0.378515, 0.343944 | 27.504, 31.7366, 23.2713 | 26.9765, 29.9657, 23.9872 | 7.66362, 9.08524, 6.242 | 2.8, 3.31567, 2.28433 | 37.1177, 42.5337, 31.7017 | 103.666, 114.414, 92.9175 | 
| tanbeta = 10, m0 = 120 m12 = 140 | 1.21363, 1.2918, 1.13546 | 2.46192, 2.90654, 2.01731 | 17.0301, 18.4178, 15.6424 | 0.28927, 0.303456, 0.275083 | 13.7563, 15.8262, 11.6864 | 15.5148, 17.1562, 13.8735 | 4.01545, 4.7695, 3.2614 | 1.364, 1.63146, 1.09654 | 15.7, 18.0152, 13.3848 | 50.8036, 56.0174, 45.5898 | 
| tanbeta = 10, m0 = 120 m12 = 160 | 0.687807, 0.73385, 0.641764 | 1.4361, 1.70401, 1.16818 | 7.76718, 8.34733, 7.18703 | 0.230166, 0.241679, 0.218652 | 7.46875, 8.61094, 6.32655 | 9.40583, 10.3674, 8.44425 | 2.12987, 2.53951, 1.72024 | 0.702, 0.847672, 0.556328 | 7.23, 8.39246, 6.06754 | 26.3523, 29.023, 23.6815 | 
| tanbeta = 10, m0 = 120 m12 = 180 | 0.407306, 0.435848, 0.378764 | 0.87072, 1.03649, 0.704952 | 4.11093, 4.39971, 3.82215 | 0.183249, 0.192761, 0.173737 | 4.15205, 4.77779, 3.52631 | 5.88139, 6.47062, 5.29217 | 1.16277, 1.38688, 0.93866 | 0.378, 0.462012, 0.293988 | 3.56, 4.18185, 2.93815 | 14.2961, 15.7524, 12.8397 | 
| tanbeta = 10, m0 = 120 m12 = 200 | 0.250061, 0.267942, 0.23218 | 0.544551, 0.65044, 0.438662 | 2.38519, 2.54323, 2.22715 | 0.145927, 0.153601, 0.138254 | 2.406, 2.76974, 2.04226 | 3.79, 4.16369, 3.41631 | 0.653157, 0.781624, 0.52469 | 0.2108, 0.260441, 0.161159 | 1.85, 2.19964, 1.50036 | 8.12976, 8.93818, 7.32135 | 
| tanbeta = 10, m0 = 120 m12 = 220 | 0.157848, 0.169462, 0.146234 | 0.350973, 0.420601, 0.281345 | 1.47526, 1.56854, 1.38198 | 0.116743, 0.12297, 0.110515 | 1.4289, 1.64666, 1.21115 | 2.5, 2.74826, 2.25174 | 0.3797, 0.457935, 0.301465 | 0.1222, 0.152594, 0.0918057 | 0.992, 1.19446, 0.789542 | 4.77, 5.23939, 4.30061 | 
| tanbeta = 10, m0 = 120 m12 = 240 | 0.102154, 0.109876, 0.0944327 | 0.231316, 0.278287, 0.184345 | 0.95714, 1.01552, 0.898757 | 0.0937202, 0.0988009, 0.0886396 | 0.868945, 1.00059, 0.7373 | 1.69, 1.85786, 1.52214 | 0.2273, 0.27651, 0.17809 | 0.0727, 0.0917488, 0.0536513 | 0.553, 0.674125, 0.431875 | 2.89, 3.18913, 2.59087 | 
| tanbeta = 10, m0 = 120 m12 = 260 | 0.0674401, 0.0726104, 0.0622698 | 0.155666, 0.188123, 0.123209 | 0.644841, 0.683072, 0.60661 | 0.075659, 0.0798141, 0.0715039 | 0.542401, 0.624949, 0.459852 | 1.16314, 1.28171, 1.04457 | 0.1399, 0.17162, 0.10818 | 0.0443, 0.0565867, 0.0320133 | 0.317, 0.391254, 0.242746 | 1.79, 1.98657, 1.59343 | 
| tanbeta = 10, m0 = 120 m12 = 280 | 0.0452323, 0.0486907, 0.0417739 | 0.106575, 0.129271, 0.0838785 | 0.446966, 0.473088, 0.420844 | 0.0613314, 0.0647689, 0.0578938 | 0.342031, 0.393506, 0.290557 | 0.807728, 0.891669, 0.723787 | 0.0875, 0.108306, 0.0666935 | 0.0276, 0.0356412, 0.0195588 | 0.186, 0.232542, 0.139458 | 1.13, 1.26025, 0.999754 | 
| tanbeta = 10, m0 = 120 m12 = 300 | 0.030849, 0.0332588, 0.0284393 | 0.0742161, 0.0903879, 0.0580443 | 0.31792, 0.335677, 0.300163 | 0.0500581, 0.0529463, 0.0471699 | 0.22, 0.253052, 0.186948 | 0.569617, 0.630021, 0.509213 | 0.05589, 0.0697984, 0.0419816 | 0.01743, 0.0227908, 0.0120692 | 0.112, 0.141852, 0.0821482 | 0.729, 0.818086, 0.639914 | 
| tanbeta = 10, m0 = 120 m12 = 320 | 0.0212501, 0.0229303, 0.01957 | 0.0523832, 0.0639997, 0.0407667 | 0.231203, 0.244054, 0.218352 | 0.0410496, 0.0434374, 0.0386617 | 0.144, 0.166354, 0.121646 | 0.406321, 0.450375, 0.362268 | 0.03648, 0.0459854, 0.0269746 | 0.01126, 0.0148773, 0.00764269 | 0.0682, 0.0874848, 0.0489152 | 0.476, 0.537433, 0.414567 | 
| tanbeta = 10, m0 = 120 m12 = 340 | 0.0148087, 0.0159764, 0.013641 | 0.0374208, 0.0459939, 0.0288477 | 0.170706, 0.18007, 0.161342 | 0.0338198, 0.0358246, 0.031815 | 0.0956, 0.110889, 0.0803108 | 0.292028, 0.324426, 0.259629 | 0.02414, 0.030729, 0.017551 | 0.00736, 0.00984271, 0.00487729 | 0.0422274, 0.0549943, 0.0294604 | 0.315, 0.35794, 0.27206 | 
| tanbeta = 10, m0 = 120 m12 = 360 | 0.0104256, 0.0112405, 0.00961083 | 0.027039, 0.0333645, 0.0207136 | 0.127941, 0.134863, 0.121019 | 0.028, 0.0296758, 0.0263242 | 0.0642, 0.0748263, 0.0535737 | 0.211621, 0.235542, 0.187699 | 0.01618, 0.0207955, 0.0115645 | 0.00487, 0.00659702, 0.00314298 | 0.0265404, 0.0351683, 0.0179124 | 0.21175, 0.242481, 0.181019 | 
| tanbeta = 10, m0 = 120 m12 = 380 | 0.00740275, 0.00797636, 0.00682914 | 0.0197286, 0.02443, 0.0150272 | 0.0971257, 0.10229, 0.091961 | 0.0232887, 0.0247073, 0.0218701 | 0.0434, 0.0508102, 0.0359898 | 0.154693, 0.172914, 0.136472 | 0.01098, 0.0142529, 0.00770713 | 0.00326, 0.00446844, 0.00205156 | 0.016795, 0.0226871, 0.010903 | 0.142261, 0.164594, 0.119928 | 
| tanbeta = 10, m0 = 120 m12 = 400 | 0.00528846, 0.00569675, 0.00488018 | 0.0145227, 0.0180589, 0.0109866 | 0.0745234, 0.0784512, 0.0705956 | 0.0194486, 0.0206572, 0.0182401 | 0.0296, 0.0348409, 0.0243591 | 0.113213, 0.126817, 0.09961 | 0.007571, 0.00992268, 0.00521932 | 0.002208, 0.00306923, 0.00134677 | 0.0108258, 0.0148852, 0.00676638 | 0.0970385, 0.113448, 0.0806289 | 
| tanbeta = 10, m0 = 120 m12 = 420 | 0.00381457, 0.0041043, 0.00352483 | 0.0107824, 0.0134628, 0.00810202 | 0.0578841, 0.0609182, 0.05485 | 0.0163261, 0.0173307, 0.0153216 | 0.0203297, 0.0241423, 0.0165172 | 0.0834795, 0.0935468, 0.0734122 | 0.005271, 0.00698086, 0.00356114 | 0.001506, 0.00211945, 0.000892546 | 0.00698117, 0.0097532, 0.00420914 | 0.0665663, 0.0786629, 0.0544697 | 
| tanbeta = 10, m0 = 120 m12 = 440 | 0.00276131, 0.00296699, 0.00255563 | 0.00805941, 0.0101082, 0.00601065 | 0.0452412, 0.0475906, 0.0428918 | 0.01374, 0.0145935, 0.0128866 | 0.0140194, 0.0167863, 0.0112525 | 0.0617667, 0.0694414, 0.054092 | 0.003704, 0.00495696, 0.00245104 | 0.001037, 0.00147698, 0.000597023 | 0.00458392, 0.00651878, 0.00264907 | 0.0461422, 0.055157, 0.0371275 | 
| tanbeta = 10, m0 = 120 m12 = 460 | 0.00201096, 0.0021598, 0.00186213 | 0.00606395, 0.00764144, 0.00448645 | 0.0357226, 0.0375601, 0.0338851 | 0.0116267, 0.012361, 0.0108923 | 0.0096978, 0.0117396, 0.00765599 | 0.0458441, 0.0515989, 0.0400893 | 0.002617, 0.00354082, 0.00169318 | 0.000718, 0.00103575, 0.000400248 | 0.00300967, 0.00435303, 0.00166631 | 0.0319791, 0.0386278, 0.0253304 | 
| tanbeta = 10, m0 = 120 m12 = 480 | 0.00147317, 0.00158025, 0.00136609 | 0.00460041, 0.00582507, 0.00337575 | 0.0283148, 0.0297654, 0.0268642 | 0.00986199, 0.010489, 0.00923502 | 0.00675587, 0.00827097, 0.00524078 | 0.0342829, 0.0386893, 0.0298766 | 0.001865, 0.00255091, 0.00117909 | 0.000501, 0.000732857, 0.000269143 | 0.00200799, 0.00295745, 0.00105853 | 0.022399, 0.0273315, 0.0174666 | 
| tanbeta = 10, m0 = 120 m12 = 500 | 0.00108343, 0.00115822, 0.00100864 | 0.00350516, 0.00445754, 0.00255278 | 0.0225938, 0.0237452, 0.0214424 | 0.00838813, 0.00893596, 0.0078403 | 0.00474351, 0.0058711, 0.00361592 | 0.0256713, 0.0290735, 0.0222692 | 0.001247, 0.00174551, 0.000748487 | 0.000351, 0.000520549, 0.000181451 | 0.00134689, 0.00201433, 0.000679454 | 0.0158338, 0.0196058, 0.0120617 | 
| tanbeta = 10, m0 = 120 m12 = 520 | 0.00080207, 0.000856813, 0.000747327 | 0.00268265, 0.00342401, 0.00194129 | 0.0181852, 0.0191136, 0.0172568 | 0.00717014, 0.0076215, 0.00671878 | 0.00333401, 0.00417678, 0.00249123 | 0.0192025, 0.0217929, 0.0166122 | 0.0009001, 0.00127468, 0.000525525 | 0.0002477, 0.000372784, 0.000122616 | 0.00090572, 0.00137676, 0.000434681 | 0.011209, 0.0140704, 0.00834757 | 
| tanbeta = 10, m0 = 120 m12 = 540 | 0.000597177, 0.000638015, 0.000556339 | 0.00206264, 0.00264163, 0.00148365 | 0.0146848, 0.0154314, 0.0139382 | 0.00613398, 0.00653439, 0.00573356 | 0.0023533, 0.00298761, 0.001719 | 0.0144449, 0.0164712, 0.0124186 | 0.0006527, 0.000934436, 0.000370964 | 0.0001758, 0.000267837, 8.37633e-05 | 0.000612075, 0.00094506, 0.00027909 | 0.00790983, 0.0100409, 0.00577878 | 
| tanbeta = 10, m0 = 120 m12 = 560 | 0.000445871, 0.000476513, 0.000415229 | 0.0015933, 0.00204681, 0.00113978 | 0.0119187, 0.0125245, 0.0113129 | 0.00527552, 0.00561094, 0.00494009 | 0.00164807, 0.00211678, 0.00117936 | 0.0107746, 0.0122661, 0.00928314 | 0.000475, 0.000687955, 0.000262045 | 0.0001249, 0.000193448, 5.63521e-05 | 0.000415505, 0.000651951, 0.000179059 | 0.00558832, 0.0071877, 0.00398894 | 
| tanbeta = 10, m0 = 120 m12 = 580 | 0.000334433, 0.000357112, 0.000311754 | 0.00123645, 0.00159232, 0.000880576 | 0.00971391, 0.0102062, 0.00922161 | 0.00454295, 0.00483887, 0.00424702 | 0.00117748, 0.00153269, 0.000822268 | 0.00816921, 0.00934325, 0.00699518 | 0.000348, 0.000509826, 0.000186174 | 8.92e-05, 0.000140156, 3.82443e-05 | 0.000282173, 0.000449578, 0.000114768 | 0.00399009, 0.00519476, 0.00278542 | 
| tanbeta = 10, m0 = 120 m12 = 600 | 0.000249928, 0.000266999, 0.000232857 | 0.000963186, 0.00124458, 0.000681793 | 0.00795755, 0.00836338, 0.00755171 | 0.0039216, 0.0041791, 0.0036641 | 0.000837687, 0.00110595, 0.000569423 | 0.00613963, 0.00704389, 0.00523538 | 0.0002558, 0.000379571, 0.000132029 | 6.39e-05, 0.000101946, 2.58537e-05 | 0.000192656, 0.000311463, 7.38483e-05 | 0.00284362, 0.003746, 0.00194123 | 
| tanbeta = 10, m0 = 120 m12 = 620 | 0.000187424, 0.000200881, 0.000173967 | 0.000752115, 0.000975372, 0.000528858 | 0.00652286, 0.00685222, 0.0061935 | 0.00339493, 0.00361942, 0.00317044 | 0.000594843, 0.000796233, 0.000393454 | 0.00461465, 0.00530815, 0.00392115 | 0.0001895, 0.000283843, 9.51567e-05 | 4.58e-05, 7.42199e-05, 1.73801e-05 | 0.000132029, 0.000216618, 4.7439e-05 | 0.00202591, 0.00270453, 0.00134729 | 
| tanbeta = 10, m0 = 140 m12 = 100 | 4.43163, 4.72664, 4.13662 | 7.27329, 8.50108, 6.0455 | 183.742, 202.926, 164.558 | 0.264583, 0.277806, 0.25136 | 49.4728, 57.2551, 41.6905 | 44.7584, 50.1836, 39.3332 | 12.6233, 14.9511, 10.2954 | 5.17, 6.07279, 4.26721 | 93.3464, 106.398, 80.2951 | 211.623, 235.02, 188.226 | 
| tanbeta = 10, m0 = 140 m12 = 120 | 2.17399, 2.31298, 2.035 | 3.9694, 4.65955, 3.27925 | 48.905, 53.3508, 44.4592 | 0.223765, 0.235096, 0.212433 | 24.0843, 27.793, 20.3757 | 24.5582, 27.2405, 21.8759 | 6.81808, 8.07846, 5.5577 | 2.464, 2.91943, 2.00857 | 36.3672, 41.6805, 31.0538 | 97.4109, 107.644, 87.1774 | 
| tanbeta = 10, m0 = 140 m12 = 140 | 1.16918, 1.24533, 1.09303 | 2.25963, 2.67111, 1.84816 | 16.9991, 18.3809, 15.6173 | 0.186824, 0.196407, 0.177241 | 12.3967, 14.2511, 10.5422 | 14.354, 15.8549, 12.8531 | 3.65742, 4.34674, 2.96811 | 1.228, 1.47131, 0.984692 | 15.3509, 17.6625, 13.0393 | 48.0101, 52.9461, 43.0741 | 
| tanbeta = 10, m0 = 140 m12 = 160 | 0.665361, 0.710248, 0.620475 | 1.33757, 1.58691, 1.08823 | 7.77708, 8.35718, 7.19698 | 0.154542, 0.162715, 0.146369 | 6.83602, 7.88542, 5.78662 | 8.81909, 9.73008, 7.9081 | 1.97407, 2.34876, 1.59937 | 0.643, 0.778073, 0.507927 | 7.1, 8.24528, 5.95472 | 25.1011, 27.6415, 22.5607 | 
| tanbeta = 10, m0 = 140 m12 = 180 | 0.396149, 0.423947, 0.368352 | 0.819619, 0.975601, 0.663638 | 4.12057, 4.40683, 3.83431 | 0.127172, 0.133922, 0.120421 | 3.83674, 4.41966, 3.25383 | 5.56153, 6.12571, 4.99736 | 1.0853, 1.2921, 0.878486 | 0.351, 0.429471, 0.272529 | 3.51, 4.12648, 2.89352 | 13.7449, 15.1129, 12.377 | 
| tanbeta = 10, m0 = 140 m12 = 200 | 0.243922, 0.261237, 0.226607 | 0.517333, 0.618379, 0.416287 | 2.38988, 2.54738, 2.23238 | 0.104428, 0.110092, 0.0987645 | 2.25042, 2.59128, 1.90956 | 3.61, 3.96921, 3.25079 | 0.617522, 0.739492, 0.495553 | 0.1978, 0.244418, 0.151182 | 1.82, 2.16559, 1.47441 | 7.84169, 8.61856, 7.06482 | 
| tanbeta = 10, m0 = 140 m12 = 220 | 0.154521, 0.16577, 0.143273 | 0.335186, 0.401732, 0.26864 | 1.47857, 1.57168, 1.38546 | 0.0857024, 0.0904324, 0.0809723 | 1.34341, 1.54519, 1.14164 | 2.4, 2.63921, 2.16079 | 0.3618, 0.436627, 0.286973 | 0.1154, 0.144276, 0.0865236 | 0.98, 1.18008, 0.77992 | 4.62, 5.0792, 4.1608 | 
| tanbeta = 10, m0 = 140 m12 = 240 | 0.100246, 0.107643, 0.0928504 | 0.222134, 0.267325, 0.176943 | 0.958762, 1.01769, 0.899831 | 0.0703392, 0.074339, 0.0663395 | 0.823997, 0.94916, 0.698833 | 1.62193, 1.78539, 1.45848 | 0.2178, 0.265065, 0.170535 | 0.069, 0.0872204, 0.0507796 | 0.547, 0.667326, 0.426674 | 2.81, 3.10384, 2.51616 | 
| tanbeta = 10, m0 = 140 m12 = 260 | 0.0662935, 0.0713881, 0.0611988 | 0.150161, 0.181469, 0.118854 | 0.646575, 0.684862, 0.608288 | 0.0579572, 0.0611875, 0.054727 | 0.516964, 0.595823, 0.438104 | 1.1233, 1.23831, 1.00829 | 0.1346, 0.165229, 0.103971 | 0.0423, 0.0541131, 0.0304869 | 0.314, 0.387741, 0.240259 | 1.75, 1.94234, 1.55766 | 
| tanbeta = 10, m0 = 140 m12 = 280 | 0.0446046, 0.0480545, 0.0411548 | 0.103298, 0.125309, 0.0812869 | 0.448976, 0.474951, 0.423001 | 0.0478594, 0.0506277, 0.0450912 | 0.327067, 0.376654, 0.27748 | 0.782227, 0.863562, 0.700892 | 0.0847, 0.10489, 0.0645104 | 0.0265, 0.0342683, 0.0187317 | 0.184, 0.230221, 0.137779 | 1.1, 1.22797, 0.972031 | 
| tanbeta = 10, m0 = 140 m12 = 300 | 0.0303898, 0.0327721, 0.0280076 | 0.072033, 0.0877634, 0.0563026 | 0.319121, 0.33735, 0.300892 | 0.0396397, 0.0419798, 0.0372996 | 0.211297, 0.243551, 0.179043 | 0.552655, 0.611598, 0.493711 | 0.05436, 0.0679258, 0.0407942 | 0.01683, 0.0220106, 0.0116494 | 0.111, 0.14064, 0.0813597 | 0.713, 0.800556, 0.625444 | 
| tanbeta = 10, m0 = 140 m12 = 320 | 0.0209799, 0.0226265, 0.0193334 | 0.0510302, 0.062489, 0.0395713 | 0.231518, 0.24438, 0.218656 | 0.0329264, 0.0348781, 0.0309748 | 0.139, 0.160649, 0.117351 | 0.395377, 0.438475, 0.352279 | 0.0355, 0.0447623, 0.0262377 | 0.01087, 0.0143875, 0.00735247 | 0.0676, 0.0867775, 0.0484225 | 0.467, 0.527505, 0.406495 | 
| tanbeta = 10, m0 = 140 m12 = 340 | 0.0146536, 0.0158017, 0.0135054 | 0.0365015, 0.0448865, 0.0281164 | 0.170945, 0.180314, 0.161576 | 0.0274572, 0.0291145, 0.0257999 | 0.0924, 0.107263, 0.0775367 | 0.284481, 0.31574, 0.253222 | 0.02359, 0.0300456, 0.0171344 | 0.00712, 0.00952969, 0.00471032 | 0.0419063, 0.0546062, 0.0292063 | 0.31, 0.352374, 0.267626 | 
| tanbeta = 10, m0 = 140 m12 = 360 | 0.0103084, 0.0111213, 0.0094955 | 0.0264212, 0.0325975, 0.0202448 | 0.12821, 0.135146, 0.121274 | 0.0229638, 0.0243731, 0.0215544 | 0.0622, 0.0725109, 0.0518891 | 0.206623, 0.23007, 0.183175 | 0.01575, 0.0202584, 0.0112416 | 0.00473, 0.00640885, 0.00305115 | 0.0263262, 0.0349163, 0.0177361 | 0.207629, 0.237912, 0.177345 | 
| tanbeta = 10, m0 = 140 m12 = 380 | 0.00733316, 0.0079157, 0.00675062 | 0.0193183, 0.0239322, 0.0147044 | 0.0973025, 0.102499, 0.0921064 | 0.019285, 0.0204747, 0.0180954 | 0.0421, 0.0493263, 0.0348737 | 0.151191, 0.168636, 0.133746 | 0.01076, 0.0139712, 0.00754876 | 0.00317, 0.00435041, 0.00198959 | 0.0166284, 0.0224391, 0.0108176 | 0.140219, 0.162348, 0.118089 | 
| tanbeta = 10, m0 = 140 m12 = 400 | 0.00524851, 0.00565906, 0.00483796 | 0.0142418, 0.0177146, 0.0107689 | 0.0746051, 0.0785572, 0.070653 | 0.0162656, 0.0172783, 0.0152528 | 0.0288, 0.033923, 0.023677 | 0.11064, 0.123598, 0.0976826 | 0.007436, 0.00975297, 0.00511903 | 0.00215, 0.00298446, 0.00131554 | 0.0107378, 0.0147502, 0.0067253 | 0.0955604, 0.111802, 0.0793189 | 
| tanbeta = 10, m0 = 140 m12 = 420 | 0.00378515, 0.00407827, 0.00349203 | 0.0105836, 0.0132165, 0.00795068 | 0.0578797, 0.0609136, 0.0548458 | 0.0137465, 0.014606, 0.0128871 | 0.0197672, 0.0234568, 0.0160777 | 0.0817219, 0.0915811, 0.0718627 | 0.005182, 0.00686529, 0.00349871 | 0.00147, 0.00206619, 0.000873805 | 0.00693517, 0.00969826, 0.00417209 | 0.0655877, 0.0775271, 0.0536484 | 
| tanbeta = 10, m0 = 140 m12 = 440 | 0.00274426, 0.0029521, 0.00253643 | 0.00792284, 0.00994309, 0.0059026 | 0.0452386, 0.0475876, 0.0428896 | 0.0116646, 0.0123987, 0.0109305 | 0.0136126, 0.0163253, 0.0108999 | 0.0605161, 0.0680278, 0.0530044 | 0.003637, 0.00487146, 0.00240254 | 0.001012, 0.00144258, 0.000581415 | 0.00453781, 0.00645221, 0.0026234 | 0.0453471, 0.0542189, 0.0364753 | 
| tanbeta = 10, m0 = 140 m12 = 460 | 0.00199651, 0.00214446, 0.00184855 | 0.00597178, 0.00752558, 0.00441799 | 0.0357246, 0.037562, 0.0338872 | 0.00993306, 0.0105712, 0.00929497 | 0.00945578, 0.0114552, 0.0074564 | 0.0449962, 0.0507132, 0.0392792 | 0.002582, 0.00349577, 0.00166823 | 0.000702, 0.00101368, 0.000390319 | 0.00301041, 0.00435451, 0.00166632 | 0.0316656, 0.0382717, 0.0250595 | 
| tanbeta = 10, m0 = 140 m12 = 480 | 0.00146234, 0.00156909, 0.00135559 | 0.00453213, 0.00573339, 0.00333087 | 0.0283091, 0.029758, 0.0268602 | 0.00847621, 0.00901515, 0.00793727 | 0.00663794, 0.00812959, 0.0051463 | 0.0337827, 0.0381406, 0.0294248 | 0.001842, 0.00252107, 0.00116293 | 0.00049, 0.000717543, 0.000262457 | 0.00200799, 0.00295745, 0.00105853 | 0.0221953, 0.0271062, 0.0172845 | 
| tanbeta = 10, m0 = 140 m12 = 500 | 0.00107636, 0.00115137, 0.00100135 | 0.00345102, 0.00439359, 0.00250845 | 0.02269, 0.0238585, 0.0215215 | 0.00725028, 0.00770867, 0.00679189 | 0.00461471, 0.00571758, 0.00351184 | 0.0251176, 0.0284181, 0.0218171 | 0.001235, 0.00172895, 0.000741053 | 0.000344, 0.000510907, 0.000177093 | 0.00133591, 0.0019998, 0.000672025 | 0.0155728, 0.0192632, 0.0118823 | 
| tanbeta = 10, m0 = 140 m12 = 520 | 0.00079651, 0.00085107, 0.00074195 | 0.00264483, 0.0033791, 0.00191057 | 0.0181926, 0.01912, 0.0172652 | 0.00621863, 0.00662253, 0.00581473 | 0.00324564, 0.00406926, 0.00242201 | 0.0188019, 0.021345, 0.0162588 | 0.0008877, 0.00125669, 0.000518707 | 0.0002435, 0.000366415, 0.000120585 | 0.000897224, 0.0013644, 0.000430046 | 0.0110122, 0.0138285, 0.00819584 | 
| tanbeta = 10, m0 = 140 m12 = 540 | 0.000593732, 0.000634685, 0.000552779 | 0.00203469, 0.00260622, 0.00146315 | 0.0146823, 0.0154275, 0.0139371 | 0.00536258, 0.00571251, 0.00501264 | 0.00228972, 0.00290377, 0.00167566 | 0.0140868, 0.0160369, 0.0121366 | 0.0006437, 0.000921916, 0.000365484 | 0.0001722, 0.000262892, 8.15077e-05 | 0.000606195, 0.000936425, 0.000275964 | 0.00777931, 0.00988616, 0.00567245 | 
| tanbeta = 10, m0 = 140 m12 = 560 | 0.000442554, 0.000472164, 0.000412944 | 0.00157276, 0.00202087, 0.00112465 | 0.0119273, 0.0125337, 0.0113209 | 0.00462363, 0.00492791, 0.00431934 | 0.00161759, 0.00208115, 0.00115404 | 0.0106285, 0.0121528, 0.00910433 | 0.0004693, 0.000680233, 0.000258367 | 0.0001227, 0.00019011, 5.52903e-05 | 0.000411329, 0.000646095, 0.000176563 | 0.0055205, 0.0071049, 0.0039361 | 
| tanbeta = 10, m0 = 140 m12 = 580 | 0.000331918, 0.00035406, 0.000309776 | 0.00122111, 0.00157315, 0.000869068 | 0.00971208, 0.0102037, 0.00922046 | 0.00399931, 0.00426367, 0.00373495 | 0.00114773, 0.00149588, 0.000799586 | 0.00798857, 0.00914385, 0.00683329 | 0.0003445, 0.000504494, 0.000184506 | 8.76e-05, 0.000137778, 3.74221e-05 | 0.000279262, 0.000445255, 0.000113269 | 0.00392553, 0.0051098, 0.00274126 | 
| tanbeta = 10, m0 = 140 m12 = 600 | 0.000248664, 0.000265695, 0.000231634 | 0.000950444, 0.00122886, 0.000672028 | 0.00795607, 0.00836107, 0.00755107 | 0.00346782, 0.00369658, 0.00323906 | 0.000822878, 0.00108726, 0.0005585 | 0.00605381, 0.00694382, 0.00516381 | 0.0002535, 0.000376037, 0.000130963 | 6.28e-05, 0.000100285, 2.53147e-05 | 0.000191521, 0.000309996, 7.30454e-05 | 0.00281278, 0.00371139, 0.00191417 | 
| tanbeta = 10, m0 = 140 m12 = 620 | 0.000186434, 0.000199974, 0.000172894 | 0.000742984, 0.0009645, 0.000521468 | 0.00653196, 0.00686324, 0.00620068 | 0.00301369, 0.00321406, 0.00281332 | 0.000584776, 0.000783774, 0.000385779 | 0.00455444, 0.00524093, 0.00386795 | 0.0001873, 0.000280914, 9.36864e-05 | 4.52e-05, 7.32066e-05, 1.71934e-05 | 0.000131992, 0.000216618, 4.7366e-05 | 0.00201523, 0.00269183, 0.00133864 | 
| tanbeta = 10, m0 = 140 m12 = 640 | 0.000140101, 0.000150627, 0.000129575 | 0.000582155, 0.000757394, 0.000406916 | 0.00537188, 0.00564268, 0.00510108 | 0.00262422, 0.00280186, 0.00244657 | 0.000415137, 0.000564013, 0.000266261 | 0.00342217, 0.00394867, 0.00289567 | 0.0001391, 0.000211275, 6.69252e-05 | 3.25e-05, 5.35185e-05, 1.14815e-05 | 9.02949e-05, 0.000150266, 3.03238e-05 | 0.00144152, 0.0019504, 0.000932646 | 
| tanbeta = 10, m0 = 140 m12 = 660 | 0.000105489, 0.000113831, 9.71463e-05 | 0.000457753, 0.000596918, 0.000318589 | 0.00444398, 0.00466922, 0.00421874 | 0.00228941, 0.00244139, 0.00213742 | 0.000298309, 0.000411516, 0.000185102 | 0.0025913, 0.00299961, 0.002183 | 0.0001032, 0.000158598, 4.78017e-05 | 2.345e-05, 3.92234e-05, 7.67664e-06 | 6.18607e-05, 0.000104283, 1.94383e-05 | 0.00103161, 0.00141452, 0.000648687 | 
| tanbeta = 10, m0 = 140 m12 = 680 | 7.94985e-05, 8.6049e-05, 7.2948e-05 | 0.000360994, 0.00047217, 0.000249818 | 0.00368041, 0.00386711, 0.00349371 | 0.00200223, 0.00213811, 0.00186635 | 0.000211949, 0.000297015, 0.000126882 | 0.00194659, 0.00226301, 0.00163017 | 7.7e-05, 0.000119931, 3.40689e-05 | 1.699e-05, 2.89053e-05, 5.07474e-06 | 4.27634e-05, 7.29759e-05, 1.25508e-05 | 0.000738657, 0.00102463, 0.00045268 | 
