 | Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg | 
 |(scale=1.0) m0=760, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.00088069 | 0.00121147 | 0.0322152 | 2.28976e-05 | 0.000718 | 0.00596 | 0.0004631 | 7.47e-05 | 0.00127 | 0.0071 |
 |(scale=1.0) m0=760, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000664864 | 0.00098068 | 0.0255714 | 2.17528e-05 | 0.000541 | 0.00467 | 0.0003517 | 5.63e-05 | 0.000849 | 0.00514 |
 |(scale=1.0) m0=760, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000502686 | 0.000793894 | 0.02046 | 2.06402e-05 | 0.000408 | 0.00365 | 0.0002678 | 4.23e-05 | 0.000569 | 0.00373 |
 |(scale=1.0) m0=760, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.00038105 | 0.000643433 | 0.0164221 | 1.95706e-05 | 0.000307 | 0.00285 | 0.0002039 | 3.184e-05 | 0.000383 | 0.00271 |
 |(scale=1.0) m0=760, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000289052 | 0.000520767 | 0.0132557 | 1.85134e-05 | 0.00023 | 0.00222 | 0.0001555 | 2.395e-05 | 0.000258 | 0.00197 |
 |(scale=1.0) m0=760, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.000220062 | 0.000423386 | 0.0107551 | 1.75081e-05 | 0.000173 | 0.00173 | 0.0001191 | 1.797e-05 | 0.000175 | 0.00143 |
 |(scale=1.0) m0=760, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 0.000167625 | 0.000343023 | 0.00875102 | 1.65446e-05 | 0.000129 | 0.00134 | 9.079e-05 | 1.349e-05 | 0.000119 | 0.00104 |
 |(scale=1.0) m0=760, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 0.000127937 | 0.000278706 | 0.00714539 | 1.56026e-05 | 9.69e-05 | 0.00104 | 6.95e-05 | 1.012e-05 | 8.05e-05 | 0.000756 |
 |(scale=1.0) m0=760, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 9.76197e-05 | 0.000226533 | 0.00586242 | 1.46858e-05 | 7.25e-05 | 0.000805 | 5.318e-05 | 7.58e-06 | 5.47e-05 | 0.00055 |
 |(scale=1.0) m0=760, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 7.45333e-05 | 0.000184324 | 0.00482074 | 1.38262e-05 | 5.43e-05 | 0.000622 | 4.081e-05 | 5.67e-06 | 3.72e-05 | 0.0004 |
 |(scale=1.0) m0=760, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 5.67618e-05 | 0.000150204 | 0.00397581 | 1.30017e-05 | 4.07e-05 | 0.000479 | 3.13e-05 | 4.25e-06 | 2.5e-05 | 0.00029 |
 |(scale=1.0) m0=760, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 4.33959e-05 | 0.000122235 | 0.00328967 | 1.22041e-05 | 3.03e-05 | 0.000368 | 2.41e-05 | 3.169e-06 | 1.71e-05 | 0.000211 |
 |(scale=1.0) m0=760, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 3.3442e-05 | 9.95772e-05 | 0.00273536 | 1.14594e-05 | 2.25e-05 | 0.000282 | 1.845e-05 | 2.373e-06 | 1.17e-05 | 0.000153 |
 |(scale=1.0) m0=760, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 2.57677e-05 | 8.11818e-05 | 0.00227404 | 1.07403e-05 | 1.67e-05 | 0.000216 | 1.421e-05 | 1.773e-06 | 7.96e-06 | 0.000111 |
 |(scale=1.0) m0=760, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.98747e-05 | 6.62635e-05 | 0.00189174 | 1.00689e-05 | 1.23e-05 | 0.000165 | 1.0954e-05 | 1.321e-06 | 5.44e-06 | 8.02e-05 |
 |(scale=1.0) m0=760, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 1.53571e-05 | 5.41416e-05 | 0.00158027 | 9.43296e-06 | 9.07e-06 | 0.000125 | 8.424e-06 | 9.85e-07 | 3.71e-06 | 5.8e-05 |
 |(scale=1.0) m0=760, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 1.18701e-05 | 4.41992e-05 | 0.0013228 | 8.82464e-06 | 6.67e-06 | 9.51e-05 | 6.491e-06 | 7.33e-07 | 2.53e-06 | 4.18e-05 |
 |(scale=1.0) m0=760, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 9.21767e-06 | 3.61651e-05 | 0.00110853 | 8.26169e-06 | 4.89e-06 | 7.2e-05 | 4.994e-06 | 5.46e-07 | 1.72e-06 | 3.01e-05 |
 |(scale=1.0) m0=760, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 7.14561e-06 | 2.95323e-05 | 0.00093193 | 7.72019e-06 | 3.58e-06 | 5.44e-05 | 3.854e-06 | 4.05e-07 | 1.16e-06 | 2.16e-05 |
 |(scale=1.0) m0=760, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 5.54052e-06 | 2.41861e-05 | 0.00078445 | 7.21014e-06 | 2.61e-06 | 4.09e-05 | 2.964e-06 | 3.006e-07 | 7.84e-07 | 1.54e-05 |
 |(scale=1.0) m0=760, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 4.30221e-06 | 1.98033e-05 | 0.00066025 | 6.72832e-06 | 1.9e-06 | 3.07e-05 | 2.279e-06 | 2.224e-07 | 5.26e-07 | 1.1e-05 |
 |(scale=1.0) m0=760, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 3.34098e-06 | 1.61906e-05 | 0.000556449 | 6.28881e-06 | 1.38e-06 | 2.29e-05 | 1.7555e-06 | 1.639e-07 | 3.52e-07 | 7.78e-06 |
 |(scale=1.0) m0=760, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 2.59019e-06 | 1.32655e-05 | 0.00047059 | 5.8665e-06 | 9.95e-07 | 1.71e-05 | 1.3506e-06 | 1.21e-07 | 2.34e-07 | 5.5e-06 |
 |(scale=1.0) m0=760, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 2.01741e-06 | 1.08592e-05 | 0.000398691 | 5.47348e-06 | 7.17e-07 | 1.27e-05 | 1.0441e-06 | 8.91e-08 | 1.54e-07 | 3.87e-06 |
 |(scale=1.0) m0=760, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 1.5684e-06 | 8.8983e-06 | 0.000337324 | 5.10662e-06 | 5.14e-07 | 9.37e-06 | 8.043e-07 | 6.53e-08 | 1.01e-07 | 2.7e-06 |
 |(scale=1.0) m0=760, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 1.22073e-06 | 7.28974e-06 | 0.000285435 | 4.76197e-06 | 3.67e-07 | 6.9e-06 | 6.201e-07 | 4.78e-08 | 6.59e-08 | 1.88e-06 |
 |(scale=1.0) m0=780, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 9.37347e-07 | 5.77796e-06 | 0.000243277 | 3.79441e-06 | 2.43e-07 | 4.74e-06 | 4.616e-07 | 3.291e-08 | 4.2e-08 | 1.25e-06 |
 |(scale=1.0) m0=780, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.42471 | 0.041181 | 88.8318 | 3.434e-05 | 0.0495 | 0.229 | 0.06284 | 0.0073 | 66.4 | 6.68 |
 |(scale=1.0) m0=780, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.28383 | 0.036465 | 30.9737 | 3.393e-05 | 0.0441 | 0.207 | 0.0493 | 0.00624 | 25.2 | 4.29 |
 |(scale=1.0) m0=780, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.1929 | 0.03174 | 14.3288 | 3.3438e-05 | 0.0383 | 0.183 | 0.04173 | 0.005222 | 10.6 | 2.8 |
 |(scale=1.0) m0=780, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.13301 | 0.027256 | 7.57642 | 3.2882e-05 | 0.0326 | 0.159 | 0.03326 | 0.004282 | 4.86 | 1.86 |
 |(scale=1.0) m0=780, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.092537 | 0.0231568 | 4.35333 | 3.229e-05 | 0.0272 | 0.136 | 0.02599 | 0.003464 | 2.36 | 1.25 |
 |(scale=1.0) m0=780, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.064988 | 0.0194794 | 2.65728 | 3.1578e-05 | 0.0224 | 0.115 | 0.02021 | 0.002769 | 1.21 | 0.846 |
 |(scale=1.0) m0=780, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.046118 | 0.0162476 | 1.69744 | 3.0854e-05 | 0.0182 | 0.0959 | 0.01563 | 0.00219 | 0.647 | 0.579 |
 |(scale=1.0) m0=780, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.03285 | 0.0134738 | 1.12393 | 3.0042e-05 | 0.0146 | 0.0793 | 0.01193 | 0.001715 | 0.358 | 0.399 |
 |(scale=1.0) m0=780, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0236108 | 0.0110886 | 0.766771 | 2.9216e-05 | 0.0116 | 0.065 | 0.009101 | 0.001334 | 0.204 | 0.277 |
 |(scale=1.0) m0=780, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.0170643 | 0.0091055 | 0.534179 | 2.834e-05 | 0.00913 | 0.053 | 0.006928 | 0.00103 | 0.119 | 0.194 |
 |(scale=1.0) m0=780, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.0124051 | 0.00743297 | 0.38044 | 2.7442e-05 | 0.00714 | 0.0429 | 0.005258 | 0.000794 | 0.0709 | 0.136 |
 |(scale=1.0) m0=780, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0090725 | 0.00606661 | 0.276748 | 2.65262e-05 | 0.00555 | 0.0346 | 0.003978 | 0.000608 | 0.0431 | 0.0961 |
 |(scale=1.0) m0=780, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.0066663 | 0.00494115 | 0.203405 | 2.55731e-05 | 0.0043 | 0.0277 | 0.003013 | 0.000466 | 0.0266 | 0.0681 |
 |(scale=1.0) m0=780, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.0049082 | 0.00400849 | 0.151889 | 2.46281e-05 | 0.00331 | 0.0222 | 0.002277 | 0.0003556 | 0.0167 | 0.0485 |
 |(scale=1.0) m0=780, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00364086 | 0.00325587 | 0.114731 | 2.3681e-05 | 0.00254 | 0.0177 | 0.001727 | 0.0002706 | 0.0106 | 0.0347 |
 |(scale=1.0) m0=780, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00271315 | 0.00263489 | 0.0875795 | 2.27015e-05 | 0.00194 | 0.0141 | 0.001309 | 0.0002056 | 0.0068 | 0.0249 |
 |(scale=1.0) m0=780, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00202597 | 0.00213675 | 0.067462 | 2.17559e-05 | 0.00148 | 0.0111 | 0.0009922 | 0.000157 | 0.00441 | 0.0179 |
 |(scale=1.0) m0=780, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00151794 | 0.00173156 | 0.0524275 | 2.0806e-05 | 0.00112 | 0.00881 | 0.0007523 | 0.0001196 | 0.00289 | 0.0129 |
 |(scale=1.0) m0=780, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.00114054 | 0.00140353 | 0.0410257 | 1.98487e-05 | 0.000854 | 0.00695 | 0.0005716 | 9.06e-05 | 0.0019 | 0.00934 |
 |(scale=1.0) m0=780, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.00085941 | 0.00113677 | 0.032392 | 1.89257e-05 | 0.000646 | 0.00547 | 0.000435 | 6.84e-05 | 0.00126 | 0.00676 |
 |(scale=1.0) m0=780, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000648873 | 0.000922482 | 0.0257407 | 1.80046e-05 | 0.000489 | 0.00429 | 0.0003314 | 5.16e-05 | 0.000841 | 0.0049 |
 |(scale=1.0) m0=780, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000491253 | 0.000747032 | 0.020577 | 1.70996e-05 | 0.000369 | 0.00337 | 0.0002522 | 3.88e-05 | 0.000563 | 0.00356 |
 |(scale=1.0) m0=780, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000372268 | 0.000607904 | 0.0165206 | 1.62559e-05 | 0.000278 | 0.00263 | 0.0001927 | 2.929e-05 | 0.000379 | 0.00259 |
 |(scale=1.0) m0=780, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000283398 | 0.000493491 | 0.0133146 | 1.54139e-05 | 0.000209 | 0.00205 | 0.0001476 | 2.202e-05 | 0.000256 | 0.00188 |
 |(scale=1.0) m0=780, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.000215723 | 0.000400545 | 0.0108054 | 1.45834e-05 | 0.000157 | 0.0016 | 0.00011246 | 1.66e-05 | 0.000173 | 0.00137 |
 |(scale=1.0) m0=780, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 0.000164603 | 0.000325673 | 0.00879056 | 1.37864e-05 | 0.000118 | 0.00124 | 8.622e-05 | 1.249e-05 | 0.000117 | 0.000996 |
 |(scale=1.0) m0=780, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 0.000125522 | 0.000265124 | 0.007175 | 1.30125e-05 | 8.85e-05 | 0.000966 | 6.605e-05 | 9.4e-06 | 7.97e-05 | 0.000725 |
 |(scale=1.0) m0=780, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 9.59124e-05 | 0.000215698 | 0.00588596 | 1.22808e-05 | 6.63e-05 | 0.000748 | 5.072e-05 | 7.05e-06 | 5.42e-05 | 0.000527 |
 |(scale=1.0) m0=780, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 7.34195e-05 | 0.000175922 | 0.00483346 | 1.1574e-05 | 4.96e-05 | 0.000577 | 3.892e-05 | 5.28e-06 | 3.69e-05 | 0.000383 |
 |(scale=1.0) m0=780, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 5.62009e-05 | 0.000143334 | 0.00398847 | 1.09052e-05 | 3.72e-05 | 0.000445 | 2.996e-05 | 3.96e-06 | 2.51e-05 | 0.000279 |
 |(scale=1.0) m0=780, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 4.2953e-05 | 0.00011688 | 0.00330664 | 1.02488e-05 | 2.79e-05 | 0.000342 | 2.3e-05 | 2.966e-06 | 1.69e-05 | 0.000202 |
 |(scale=1.0) m0=780, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 3.29297e-05 | 9.53338e-05 | 0.0027401 | 9.63833e-06 | 2.08e-05 | 0.000263 | 1.767e-05 | 2.219e-06 | 1.15e-05 | 0.000147 |
 |(scale=1.0) m0=780, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 2.53863e-05 | 7.79614e-05 | 0.00227676 | 9.05334e-06 | 1.54e-05 | 0.000201 | 1.3653e-05 | 1.653e-06 | 7.87e-06 | 0.000106 |
 |(scale=1.0) m0=780, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.95739e-05 | 6.36298e-05 | 0.00189966 | 8.48487e-06 | 1.14e-05 | 0.000154 | 1.0503e-05 | 1.238e-06 | 5.37e-06 | 7.7e-05 |
 |(scale=1.0) m0=780, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 1.51265e-05 | 5.19948e-05 | 0.00158617 | 7.95888e-06 | 8.41e-06 | 0.000117 | 8.094e-06 | 9.24e-07 | 3.66e-06 | 5.56e-05 |
 |(scale=1.0) m0=780, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 1.16995e-05 | 4.25157e-05 | 0.00132676 | 7.45625e-06 | 6.19e-06 | 8.88e-05 | 6.239e-06 | 6.89e-07 | 2.49e-06 | 4.01e-05 |
 |(scale=1.0) m0=780, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 9.07424e-06 | 3.48151e-05 | 0.00111253 | 6.99006e-06 | 4.54e-06 | 6.73e-05 | 4.807e-06 | 5.13e-07 | 1.69e-06 | 2.89e-05 |
 |(scale=1.0) m0=780, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 7.03533e-06 | 2.84442e-05 | 0.000934817 | 6.5362e-06 | 3.33e-06 | 5.08e-05 | 3.702e-06 | 3.81e-07 | 1.15e-06 | 2.07e-05 |
 |(scale=1.0) m0=780, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 5.45329e-06 | 2.32909e-05 | 0.000785316 | 6.11755e-06 | 2.43e-06 | 3.82e-05 | 2.855e-06 | 2.824e-07 | 7.74e-07 | 1.48e-05 |
 |(scale=1.0) m0=780, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 4.24306e-06 | 1.90791e-05 | 0.000662403 | 5.71522e-06 | 1.77e-06 | 2.87e-05 | 2.202e-06 | 2.099e-07 | 5.2e-07 | 1.05e-05 |
 |(scale=1.0) m0=780, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 3.29888e-06 | 1.56175e-05 | 0.000558649 | 5.34318e-06 | 1.28e-06 | 2.15e-05 | 1.7007e-06 | 1.546e-07 | 3.47e-07 | 7.48e-06 |
 |(scale=1.0) m0=780, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 2.56312e-06 | 1.27932e-05 | 0.000471688 | 4.99422e-06 | 9.27e-07 | 1.6e-05 | 1.3071e-06 | 1.142e-07 | 2.31e-07 | 5.28e-06 |
 |(scale=1.0) m0=780, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 1.99537e-06 | 1.04934e-05 | 0.000398828 | 4.66454e-06 | 6.67e-07 | 1.19e-05 | 1.0085e-06 | 8.4e-08 | 1.52e-07 | 3.71e-06 |
 |(scale=1.0) m0=780, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 1.54837e-06 | 8.59997e-06 | 0.000338447 | 4.35402e-06 | 4.79e-07 | 8.77e-06 | 7.775e-07 | 6.17e-08 | 9.99e-08 | 2.6e-06 |
 |(scale=1.0) m0=780, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 1.20451e-06 | 7.03763e-06 | 0.000286672 | 4.06565e-06 | 3.42e-07 | 6.46e-06 | 5.988e-07 | 4.52e-08 | 6.51e-08 | 1.81e-06 |
 |(scale=1.0) m0=800, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 9.26428e-07 | 5.57013e-06 | 0.000243526 | 3.24264e-06 | 2.26e-07 | 4.42e-06 | 4.467e-07 | 3.108e-08 | 4.15e-08 | 1.2e-06 |
 |(scale=1.0) m0=800, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.39923 | 0.035919 | 87.2133 | 2.7908e-05 | 0.0406 | 0.195 | 0.05427 | 0.006093 | 66.2 | 6.03 |
 |(scale=1.0) m0=800, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.26742 | 0.031915 | 30.7348 | 2.7589e-05 | 0.0363 | 0.177 | 0.04158 | 0.005237 | 25.1 | 3.89 |
 |(scale=1.0) m0=800, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.18247 | 0.027908 | 14.2492 | 2.7222e-05 | 0.0317 | 0.157 | 0.03625 | 0.004401 | 10.6 | 2.55 |
 |(scale=1.0) m0=800, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.126067 | 0.0240959 | 7.54657 | 2.6773e-05 | 0.0272 | 0.137 | 0.02968 | 0.00364 | 4.84 | 1.7 |
 |(scale=1.0) m0=800, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.088011 | 0.0205589 | 4.34815 | 2.629e-05 | 0.0229 | 0.118 | 0.023 | 0.002966 | 2.35 | 1.15 |
 |(scale=1.0) m0=800, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.061999 | 0.0173781 | 2.65543 | 2.5734e-05 | 0.0189 | 0.1 | 0.018 | 0.002383 | 1.21 | 0.781 |
 |(scale=1.0) m0=800, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.044102 | 0.0145632 | 1.70045 | 2.5159e-05 | 0.0155 | 0.0841 | 0.01397 | 0.001891 | 0.643 | 0.536 |
 |(scale=1.0) m0=800, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.031565 | 0.0121255 | 1.12652 | 2.4527e-05 | 0.0125 | 0.0699 | 0.010773 | 0.001491 | 0.356 | 0.371 |
 |(scale=1.0) m0=800, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0227015 | 0.0100247 | 0.76757 | 2.3877e-05 | 0.00997 | 0.0576 | 0.008255 | 0.001165 | 0.203 | 0.258 |
 |(scale=1.0) m0=800, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.0164586 | 0.0082693 | 0.537076 | 2.3173e-05 | 0.0079 | 0.0471 | 0.006289 | 0.000905 | 0.118 | 0.181 |
 |(scale=1.0) m0=800, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.0119801 | 0.00680159 | 0.382645 | 2.24536e-05 | 0.00621 | 0.0383 | 0.004799 | 0.0007 | 0.0705 | 0.128 |
 |(scale=1.0) m0=800, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0087729 | 0.00554805 | 0.277406 | 2.17244e-05 | 0.00485 | 0.031 | 0.003652 | 0.00054 | 0.0428 | 0.0902 |
 |(scale=1.0) m0=800, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.0064544 | 0.00453724 | 0.204573 | 2.09915e-05 | 0.00377 | 0.025 | 0.002767 | 0.0004148 | 0.0265 | 0.0641 |
 |(scale=1.0) m0=800, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.0047744 | 0.00369388 | 0.152585 | 2.02265e-05 | 0.00291 | 0.02 | 0.002108 | 0.000318 | 0.0165 | 0.0458 |
 |(scale=1.0) m0=800, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00353831 | 0.00300862 | 0.115419 | 1.94568e-05 | 0.00224 | 0.016 | 0.001603 | 0.0002436 | 0.0105 | 0.0328 |
 |(scale=1.0) m0=800, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00263659 | 0.00244805 | 0.0881745 | 1.868e-05 | 0.00172 | 0.0128 | 0.001219 | 0.0001856 | 0.00674 | 0.0235 |
 |(scale=1.0) m0=800, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00197199 | 0.0019896 | 0.0678587 | 1.79171e-05 | 0.00132 | 0.0101 | 0.0009237 | 0.0001415 | 0.00437 | 0.017 |
 |(scale=1.0) m0=800, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00148023 | 0.00161647 | 0.0527863 | 1.71484e-05 | 0.00101 | 0.00804 | 0.0007028 | 0.0001078 | 0.00286 | 0.0123 |
 |(scale=1.0) m0=800, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.00111212 | 0.00131324 | 0.0413755 | 1.639e-05 | 0.000765 | 0.00635 | 0.0005356 | 8.24e-05 | 0.00188 | 0.00887 |
 |(scale=1.0) m0=800, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.00084014 | 0.00106722 | 0.0325815 | 1.56552e-05 | 0.000581 | 0.00501 | 0.0004081 | 6.24e-05 | 0.00125 | 0.00643 |
 |(scale=1.0) m0=800, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000635003 | 0.000867296 | 0.0259092 | 1.49206e-05 | 0.00044 | 0.00394 | 0.0003113 | 4.72e-05 | 0.000832 | 0.00467 |
 |(scale=1.0) m0=800, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000480929 | 0.00070558 | 0.0206872 | 1.41921e-05 | 0.000333 | 0.0031 | 0.0002376 | 3.569e-05 | 0.000558 | 0.00339 |
 |(scale=1.0) m0=800, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000364386 | 0.000572685 | 0.0166108 | 1.34902e-05 | 0.000252 | 0.00242 | 0.0001816 | 2.691e-05 | 0.000375 | 0.00247 |
 |(scale=1.0) m0=800, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000277643 | 0.000466443 | 0.0133947 | 1.28109e-05 | 0.00019 | 0.0019 | 0.0001397 | 2.034e-05 | 0.000253 | 0.0018 |
 |(scale=1.0) m0=800, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.000211495 | 0.000379715 | 0.0108646 | 1.21367e-05 | 0.000143 | 0.00148 | 0.00010674 | 1.536e-05 | 0.000171 | 0.00131 |
 |(scale=1.0) m0=800, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 0.000161582 | 0.000308824 | 0.0088302 | 1.14948e-05 | 0.000107 | 0.00115 | 8.186e-05 | 1.155e-05 | 0.000116 | 0.000953 |
 |(scale=1.0) m0=800, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 0.000123506 | 0.000251842 | 0.00721469 | 1.08668e-05 | 8.07e-05 | 0.000894 | 6.281e-05 | 8.69e-06 | 7.89e-05 | 0.000693 |
 |(scale=1.0) m0=800, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 9.45011e-05 | 0.000205363 | 0.0059106 | 1.02677e-05 | 6.05e-05 | 0.000693 | 4.827e-05 | 6.55e-06 | 5.37e-05 | 0.000505 |
 |(scale=1.0) m0=800, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 7.22956e-05 | 0.000167423 | 0.00486731 | 9.6833e-06 | 4.54e-05 | 0.000536 | 3.713e-05 | 4.92e-06 | 3.66e-05 | 0.000367 |
 |(scale=1.0) m0=800, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 5.54298e-05 | 0.000136653 | 0.00401102 | 9.1376e-06 | 3.4e-05 | 0.000413 | 2.853e-05 | 3.69e-06 | 2.5e-05 | 0.000267 |
 |(scale=1.0) m0=800, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 4.25234e-05 | 0.000111525 | 0.00332243 | 8.60548e-06 | 2.54e-05 | 0.000318 | 2.2e-05 | 2.767e-06 | 1.7e-05 | 0.000194 |
 |(scale=1.0) m0=800, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 3.24878e-05 | 9.12943e-05 | 0.00275496 | 8.09396e-06 | 1.91e-05 | 0.000244 | 1.69e-05 | 2.069e-06 | 1.14e-05 | 0.000141 |
 |(scale=1.0) m0=800, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 2.50151e-05 | 7.44499e-05 | 0.00229171 | 7.61582e-06 | 1.42e-05 | 0.000187 | 1.3099e-05 | 1.546e-06 | 7.79e-06 | 0.000102 |
 |(scale=1.0) m0=800, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.92929e-05 | 6.09062e-05 | 0.00190648 | 7.15015e-06 | 1.05e-05 | 0.000143 | 1.0064e-05 | 1.159e-06 | 5.31e-06 | 7.39e-05 |
 |(scale=1.0) m0=800, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 1.49157e-05 | 4.98368e-05 | 0.00159314 | 6.71494e-06 | 7.77e-06 | 0.000109 | 7.765e-06 | 8.66e-07 | 3.62e-06 | 5.34e-05 |
