 | Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg | 
 |(scale=1.0) m0=1320, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 2.80592e-06 | 5.4671e-06 | 0.000728307 | 5.59256e-08 | 1.26e-07 | 2.57e-06 | 6.257e-07 | 2.712e-08 | 3.84e-07 | 2.78e-06 |
 |(scale=1.0) m0=1320, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 2.19866e-06 | 4.5602e-06 | 0.000611394 | 5.34635e-08 | 9.2e-08 | 1.93e-06 | 4.918e-07 | 2.033e-08 | 2.55e-07 | 1.96e-06 |
 |(scale=1.0) m0=1320, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 1.71854e-06 | 3.81061e-06 | 0.00051561 | 5.10524e-08 | 6.68e-08 | 1.43e-06 | 3.861e-07 | 1.518e-08 | 1.68e-07 | 1.38e-06 |
 |(scale=1.0) m0=1320, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 1.34626e-06 | 3.18076e-06 | 0.000435376 | 4.87123e-08 | 4.82e-08 | 1.06e-06 | 3.0323e-07 | 1.131e-08 | 1.1e-07 | 9.6e-07 |
 |(scale=1.0) m0=1320, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 1.05349e-06 | 2.66249e-06 | 0.000367882 | 4.6493e-08 | 3.46e-08 | 7.84e-07 | 2.3711e-07 | 8.38e-09 | 7.15e-08 | 6.66e-07 |
 |(scale=1.0) m0=1320, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 8.26756e-07 | 2.21824e-06 | 0.000310498 | 4.43143e-08 | 2.46e-08 | 5.74e-07 | 1.8551e-07 | 6.18e-09 | 4.62e-08 | 4.58e-07 |
 |(scale=1.0) m0=1340, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 6.37637e-07 | 1.76145e-06 | 0.000263508 | 3.54302e-08 | 1.53e-08 | 3.72e-07 | 1.3705e-07 | 4.159e-09 | 2.92e-08 | 2.94e-07 |
 |(scale=1.0) m0=1340, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.088226 | 0.0013941 | 75.8993 | 1.3518e-07 | 0.000255 | 0.00247 | 0.0015025 | 7.126e-05 | 60 | 0.484 |
 |(scale=1.0) m0=1340, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.06356 | 0.00131241 | 27.7172 | 1.342e-07 | 0.000244 | 0.00241 | 0.0013776 | 6.638e-05 | 22.6 | 0.338 |
 |(scale=1.0) m0=1340, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.046403 | 0.00122629 | 13.1927 | 1.3321e-07 | 0.000232 | 0.00232 | 0.0012423 | 6.105e-05 | 9.53 | 0.239 |
 |(scale=1.0) m0=1340, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.034222 | 0.00113522 | 7.19596 | 1.32135e-07 | 0.000217 | 0.00221 | 0.0011071 | 5.541e-05 | 4.36 | 0.171 |
 |(scale=1.0) m0=1340, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.025349 | 0.00104237 | 4.24005 | 1.30694e-07 | 0.000201 | 0.00208 | 0.0009749 | 4.976e-05 | 2.13 | 0.124 |
 |(scale=1.0) m0=1340, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0189871 | 0.00095191 | 2.65523 | 1.29149e-07 | 0.000184 | 0.00194 | 0.0008458 | 4.409e-05 | 1.09 | 0.0899 |
 |(scale=1.0) m0=1340, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0142304 | 0.00086169 | 1.72858 | 1.27719e-07 | 0.000166 | 0.00178 | 0.000726 | 3.874e-05 | 0.583 | 0.0657 |
 |(scale=1.0) m0=1340, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0107108 | 0.00077484 | 1.16817 | 1.25806e-07 | 0.000149 | 0.00162 | 0.0006177 | 3.371e-05 | 0.322 | 0.0483 |
 |(scale=1.0) m0=1340, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0081002 | 0.00069435 | 0.808933 | 1.23984e-07 | 0.000132 | 0.00146 | 0.0005217 | 2.91e-05 | 0.183 | 0.0356 |
 |(scale=1.0) m0=1340, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.0061408 | 0.000617204 | 0.57373 | 1.21991e-07 | 0.000115 | 0.0013 | 0.0004041 | 2.482e-05 | 0.107 | 0.0263 |
 |(scale=1.0) m0=1340, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.0046494 | 0.000546422 | 0.414272 | 1.19782e-07 | 0.0001 | 0.00115 | 0.0003579 | 2.107e-05 | 0.0633 | 0.0195 |
 |(scale=1.0) m0=1340, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0035431 | 0.000481003 | 0.303524 | 1.17801e-07 | 8.6e-05 | 0.001 | 0.0003011 | 1.775e-05 | 0.0383 | 0.0144 |
 |(scale=1.0) m0=1340, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00270464 | 0.000422119 | 0.225541 | 1.15408e-07 | 7.33e-05 | 0.000872 | 0.0002507 | 1.486e-05 | 0.0236 | 0.0107 |
 |(scale=1.0) m0=1340, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00206355 | 0.00036945 | 0.170008 | 1.13006e-07 | 6.2e-05 | 0.000752 | 0.00020671 | 1.231e-05 | 0.0147 | 0.00799 |
 |(scale=1.0) m0=1340, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.0015776 | 0.000321093 | 0.129237 | 1.10591e-07 | 5.2e-05 | 0.000643 | 0.00016798 | 1.021e-05 | 0.00927 | 0.00595 |
 |(scale=1.0) m0=1340, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00120873 | 0.00027915 | 0.0992059 | 1.08125e-07 | 4.34e-05 | 0.000547 | 0.00013652 | 8.387e-06 | 0.0059 | 0.00443 |
 |(scale=1.0) m0=1340, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00092729 | 0.000241139 | 0.0768079 | 1.05543e-07 | 3.59e-05 | 0.000461 | 0.0001113 | 6.861e-06 | 0.00379 | 0.0033 |
 |(scale=1.0) m0=1340, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00071163 | 0.000207857 | 0.0599363 | 1.02842e-07 | 2.95e-05 | 0.000387 | 8.979e-05 | 5.588e-06 | 0.00246 | 0.00246 |
 |(scale=1.0) m0=1340, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000547286 | 0.00017886 | 0.0470052 | 1.00161e-07 | 2.42e-05 | 0.000323 | 7.246e-05 | 4.527e-06 | 0.0016 | 0.00183 |
 |(scale=1.0) m0=1340, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000421564 | 0.000153458 | 0.0371128 | 9.764e-08 | 1.96e-05 | 0.000268 | 5.838e-05 | 3.655e-06 | 0.00105 | 0.00136 |
 |(scale=1.0) m0=1340, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000324484 | 0.000131184 | 0.0294847 | 9.4916e-08 | 1.59e-05 | 0.000221 | 4.702e-05 | 2.939e-06 | 0.000695 | 0.00101 |
 |(scale=1.0) m0=1340, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000250294 | 0.000112046 | 0.0235743 | 9.2048e-08 | 1.28e-05 | 0.000181 | 3.767e-05 | 2.348e-06 | 0.000462 | 0.000754 |
 |(scale=1.0) m0=1340, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000193402 | 9.54636e-05 | 0.0189456 | 8.9327e-08 | 1.02e-05 | 0.000148 | 3.021e-05 | 1.869e-06 | 0.000308 | 0.000561 |
 |(scale=1.0) m0=1340, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000149728 | 8.13159e-05 | 0.0152691 | 8.6501e-08 | 8.14e-06 | 0.00012 | 2.421e-05 | 1.49e-06 | 0.000206 | 0.000416 |
 |(scale=1.0) m0=1340, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.000115761 | 6.90408e-05 | 0.0123653 | 8.3779e-08 | 6.45e-06 | 9.71e-05 | 1.9365e-05 | 1.18e-06 | 0.000138 | 0.000309 |
 |(scale=1.0) m0=1340, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 8.9613e-05 | 5.84977e-05 | 0.0100493 | 8.10611e-08 | 5.09e-06 | 7.81e-05 | 1.5392e-05 | 9.32e-07 | 9.28e-05 | 0.000229 |
 |(scale=1.0) m0=1340, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 6.96495e-05 | 4.95506e-05 | 0.00819507 | 7.84367e-08 | 3.99e-06 | 6.26e-05 | 1.2346e-05 | 7.34e-07 | 6.26e-05 | 0.000169 |
 |(scale=1.0) m0=1340, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 5.41047e-05 | 4.18398e-05 | 0.00669477 | 7.57459e-08 | 3.12e-06 | 4.99e-05 | 9.809e-06 | 5.763e-07 | 4.24e-05 | 0.000125 |
 |(scale=1.0) m0=1340, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 4.20811e-05 | 3.54243e-05 | 0.00550188 | 7.30675e-08 | 2.43e-06 | 3.96e-05 | 7.806e-06 | 4.513e-07 | 2.88e-05 | 9.22e-05 |
 |(scale=1.0) m0=1340, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 3.26743e-05 | 2.98459e-05 | 0.0045304 | 7.04013e-08 | 1.88e-06 | 3.13e-05 | 6.212e-06 | 3.516e-07 | 1.95e-05 | 6.78e-05 |
 |(scale=1.0) m0=1340, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 2.54681e-05 | 2.51748e-05 | 0.00374255 | 6.77782e-08 | 1.45e-06 | 2.46e-05 | 4.924e-06 | 2.738e-07 | 1.33e-05 | 4.97e-05 |
 |(scale=1.0) m0=1340, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 1.98315e-05 | 2.12072e-05 | 0.00309342 | 6.53569e-08 | 1.11e-06 | 1.93e-05 | 3.908e-06 | 2.132e-07 | 9.01e-06 | 3.64e-05 |
 |(scale=1.0) m0=1340, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 1.54561e-05 | 1.78386e-05 | 0.00256 | 6.27976e-08 | 8.5e-07 | 1.5e-05 | 3.102e-06 | 1.644e-07 | 6.11e-06 | 2.65e-05 |
 |(scale=1.0) m0=1340, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.20559e-05 | 1.49739e-05 | 0.00213625 | 6.03391e-08 | 6.46e-07 | 1.17e-05 | 2.4536e-06 | 1.27e-07 | 4.14e-06 | 1.93e-05 |
 |(scale=1.0) m0=1340, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 9.42213e-06 | 1.25701e-05 | 0.00177479 | 5.79333e-08 | 4.88e-07 | 9e-06 | 1.9418e-06 | 9.76e-08 | 2.8e-06 | 1.4e-05 |
 |(scale=1.0) m0=1340, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 7.36405e-06 | 1.05462e-05 | 0.00148127 | 5.55979e-08 | 3.68e-07 | 6.91e-06 | 1.535e-06 | 7.52e-08 | 1.89e-06 | 1.01e-05 |
 |(scale=1.0) m0=1340, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 5.75477e-06 | 8.83271e-06 | 0.00123843 | 5.32941e-08 | 2.75e-07 | 5.29e-06 | 1.2119e-06 | 5.728e-08 | 1.27e-06 | 7.25e-06 |
 |(scale=1.0) m0=1340, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 4.49765e-06 | 7.39363e-06 | 0.00103723 | 5.10514e-08 | 2.05e-07 | 4.02e-06 | 9.548e-07 | 4.342e-08 | 8.54e-07 | 5.19e-06 |
 |(scale=1.0) m0=1340, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 3.51661e-06 | 6.18703e-06 | 0.000870385 | 4.89097e-08 | 1.52e-07 | 3.05e-06 | 7.521e-07 | 3.282e-08 | 5.71e-07 | 3.7e-06 |
 |(scale=1.0) m0=1340, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 2.75879e-06 | 5.17688e-06 | 0.00072943 | 4.6789e-08 | 1.11e-07 | 2.3e-06 | 5.921e-07 | 2.476e-08 | 3.8e-07 | 2.62e-06 |
 |(scale=1.0) m0=1340, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 2.15856e-06 | 4.32453e-06 | 0.000614871 | 4.47292e-08 | 8.15e-08 | 1.72e-06 | 4.656e-07 | 1.859e-08 | 2.52e-07 | 1.85e-06 |
 |(scale=1.0) m0=1340, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 1.68947e-06 | 3.61029e-06 | 0.000516968 | 4.273e-08 | 5.92e-08 | 1.28e-06 | 3.662e-07 | 1.392e-08 | 1.66e-07 | 1.3e-06 |
 |(scale=1.0) m0=1340, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 1.32321e-06 | 3.02377e-06 | 0.000436614 | 4.08117e-08 | 4.27e-08 | 9.49e-07 | 2.8658e-07 | 1.034e-08 | 1.09e-07 | 9.05e-07 |
 |(scale=1.0) m0=1340, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 1.03705e-06 | 2.52568e-06 | 0.000368097 | 3.89539e-08 | 3.06e-08 | 6.99e-07 | 2.2462e-07 | 7.66e-09 | 7.06e-08 | 6.27e-07 |
 |(scale=1.0) m0=1340, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 8.1163e-07 | 2.11062e-06 | 0.000311021 | 3.71468e-08 | 2.17e-08 | 5.12e-07 | 1.7615e-07 | 5.658e-09 | 4.56e-08 | 4.31e-07 |
 |(scale=1.0) m0=1360, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 6.26918e-07 | 1.67598e-06 | 0.000265015 | 2.97368e-08 | 1.35e-08 | 3.31e-07 | 1.3081e-07 | 3.793e-09 | 2.88e-08 | 2.77e-07 |
 |(scale=1.0) m0=1360, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.083901 | 0.00125107 | 76.384 | 1.1135e-07 | 0.000213 | 0.0021 | 0.0013338 | 6.11e-05 | 59.8 | 0.444 |
 |(scale=1.0) m0=1360, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.060428 | 0.00117968 | 27.7384 | 1.10665e-07 | 0.000204 | 0.00204 | 0.0012297 | 5.698e-05 | 22.6 | 0.31 |
 |(scale=1.0) m0=1360, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.044355 | 0.00110213 | 13.2204 | 1.09787e-07 | 0.000194 | 0.00197 | 0.0011053 | 5.244e-05 | 9.5 | 0.22 |
 |(scale=1.0) m0=1360, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.032757 | 0.00102377 | 7.17881 | 1.08922e-07 | 0.000182 | 0.00188 | 0.0009867 | 4.766e-05 | 4.35 | 0.158 |
 |(scale=1.0) m0=1360, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.024352 | 0.00094161 | 4.24113 | 1.07785e-07 | 0.000169 | 0.00178 | 0.0008703 | 4.289e-05 | 2.12 | 0.114 |
 |(scale=1.0) m0=1360, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0182264 | 0.00085952 | 2.6576 | 1.06551e-07 | 0.000155 | 0.00166 | 0.0007571 | 3.821e-05 | 1.09 | 0.0831 |
 |(scale=1.0) m0=1360, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0136839 | 0.00078054 | 1.73204 | 1.05278e-07 | 0.00014 | 0.00153 | 0.000653 | 3.364e-05 | 0.582 | 0.0608 |
 |(scale=1.0) m0=1360, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0103125 | 0.00070372 | 1.16838 | 1.03886e-07 | 0.000126 | 0.00139 | 0.0005562 | 2.928e-05 | 0.321 | 0.0447 |
 |(scale=1.0) m0=1360, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0078079 | 0.000630648 | 0.811128 | 1.02292e-07 | 0.000111 | 0.00125 | 0.0004707 | 2.534e-05 | 0.182 | 0.033 |
 |(scale=1.0) m0=1360, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.0059195 | 0.000561591 | 0.573867 | 1.00699e-07 | 9.78e-05 | 0.00112 | 0.0003957 | 2.172e-05 | 0.106 | 0.0244 |
 |(scale=1.0) m0=1360, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.0045034 | 0.000498506 | 0.415455 | 9.8903e-08 | 8.51e-05 | 0.000992 | 0.0003219 | 1.843e-05 | 0.0632 | 0.0181 |
 |(scale=1.0) m0=1360, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.00342441 | 0.000439691 | 0.304791 | 9.7161e-08 | 7.33e-05 | 0.00087 | 0.0002725 | 1.556e-05 | 0.0382 | 0.0135 |
 |(scale=1.0) m0=1360, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00261401 | 0.000386997 | 0.22691 | 9.5329e-08 | 6.26e-05 | 0.000757 | 0.0002284 | 1.302e-05 | 0.0235 | 0.01 |
 |(scale=1.0) m0=1360, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00200079 | 0.000337866 | 0.170555 | 9.3466e-08 | 5.31e-05 | 0.000654 | 0.00018861 | 1.088e-05 | 0.0146 | 0.00746 |
 |(scale=1.0) m0=1360, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.0015315 | 0.000295555 | 0.129694 | 9.1398e-08 | 4.47e-05 | 0.000561 | 0.00015409 | 9.01e-06 | 0.00923 | 0.00556 |
 |(scale=1.0) m0=1360, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00117393 | 0.000256456 | 0.0996404 | 8.9363e-08 | 3.73e-05 | 0.000477 | 0.0001258 | 7.415e-06 | 0.00589 | 0.00415 |
 |(scale=1.0) m0=1360, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00090082 | 0.000222136 | 0.0770392 | 8.7219e-08 | 3.1e-05 | 0.000404 | 0.00010203 | 6.084e-06 | 0.00379 | 0.00309 |
 |(scale=1.0) m0=1360, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00069199 | 0.000191903 | 0.0600641 | 8.5076e-08 | 2.56e-05 | 0.000339 | 8.274e-05 | 4.963e-06 | 0.00244 | 0.00231 |
 |(scale=1.0) m0=1360, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000532322 | 0.000165219 | 0.0471541 | 8.291e-08 | 2.09e-05 | 0.000284 | 6.69e-05 | 4.029e-06 | 0.0016 | 0.00172 |
 |(scale=1.0) m0=1360, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000410607 | 0.000142019 | 0.03726 | 8.0703e-08 | 1.71e-05 | 0.000236 | 5.4e-05 | 3.252e-06 | 0.00105 | 0.00128 |
 |(scale=1.0) m0=1360, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000316423 | 0.000121745 | 0.0296558 | 7.85e-08 | 1.38e-05 | 0.000195 | 4.35e-05 | 2.618e-06 | 0.000692 | 0.000954 |
 |(scale=1.0) m0=1360, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000244115 | 0.000104133 | 0.023733 | 7.6273e-08 | 1.11e-05 | 0.00016 | 3.5e-05 | 2.097e-06 | 0.00046 | 0.000709 |
 |(scale=1.0) m0=1360, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000188858 | 8.87997e-05 | 0.0190132 | 7.40718e-08 | 8.92e-06 | 0.000131 | 2.807e-05 | 1.676e-06 | 0.000306 | 0.000527 |
 |(scale=1.0) m0=1360, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000146091 | 7.57755e-05 | 0.0153361 | 7.18532e-08 | 7.12e-06 | 0.000106 | 2.251e-05 | 1.334e-06 | 0.000205 | 0.000392 |
 |(scale=1.0) m0=1360, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.00011314 | 6.43476e-05 | 0.0124098 | 6.96391e-08 | 5.65e-06 | 8.6e-05 | 1.7997e-05 | 1.061e-06 | 0.000137 | 0.000291 |
 |(scale=1.0) m0=1360, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 8.77967e-05 | 5.47419e-05 | 0.010083 | 6.74385e-08 | 4.46e-06 | 6.93e-05 | 1.4423e-05 | 8.39e-07 | 9.22e-05 | 0.000216 |
 |(scale=1.0) m0=1360, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 6.81681e-05 | 4.6292e-05 | 0.00821727 | 6.51102e-08 | 3.51e-06 | 5.55e-05 | 1.1495e-05 | 6.618e-07 | 6.22e-05 | 0.000159 |
 |(scale=1.0) m0=1360, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 5.28677e-05 | 3.92748e-05 | 0.00673703 | 6.29251e-08 | 2.74e-06 | 4.43e-05 | 9.169e-06 | 5.203e-07 | 4.21e-05 | 0.000118 |
 |(scale=1.0) m0=1360, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 4.11965e-05 | 3.31794e-05 | 0.00551767 | 6.07111e-08 | 2.14e-06 | 3.52e-05 | 7.305e-06 | 4.074e-07 | 2.86e-05 | 8.69e-05 |
 |(scale=1.0) m0=1360, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 3.20602e-05 | 2.8068e-05 | 0.0045551 | 5.86e-08 | 1.66e-06 | 2.78e-05 | 5.819e-06 | 3.185e-07 | 1.94e-05 | 6.39e-05 |
 |(scale=1.0) m0=1360, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 2.49354e-05 | 2.36536e-05 | 0.00375558 | 5.64608e-08 | 1.28e-06 | 2.19e-05 | 4.626e-06 | 2.48e-07 | 1.32e-05 | 4.69e-05 |
 |(scale=1.0) m0=1360, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 1.94298e-05 | 1.99317e-05 | 0.00311019 | 5.43635e-08 | 9.82e-07 | 1.72e-05 | 3.674e-06 | 1.925e-07 | 8.94e-06 | 3.43e-05 |
 |(scale=1.0) m0=1360, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 1.51548e-05 | 1.67756e-05 | 0.00257488 | 5.23078e-08 | 7.51e-07 | 1.34e-05 | 2.911e-06 | 1.496e-07 | 6.06e-06 | 2.5e-05 |
 |(scale=1.0) m0=1360, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.18353e-05 | 1.41041e-05 | 0.00214066 | 5.0293e-08 | 5.71e-07 | 1.04e-05 | 2.3056e-06 | 1.153e-07 | 4.1e-06 | 1.82e-05 |
 |(scale=1.0) m0=1360, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 9.23443e-06 | 1.18626e-05 | 0.00178211 | 4.83296e-08 | 4.32e-07 | 8.02e-06 | 1.8257e-06 | 8.86e-08 | 2.78e-06 | 1.32e-05 |
 |(scale=1.0) m0=1360, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 7.23061e-06 | 9.95051e-06 | 0.0014876 | 4.63872e-08 | 3.25e-07 | 6.16e-06 | 1.4403e-06 | 6.814e-08 | 1.87e-06 | 9.51e-06 |
 |(scale=1.0) m0=1360, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 5.64437e-06 | 8.34726e-06 | 0.00124267 | 4.44858e-08 | 2.43e-07 | 4.71e-06 | 1.1384e-06 | 5.222e-08 | 1.26e-06 | 6.84e-06 |
 |(scale=1.0) m0=1360, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 4.41343e-06 | 7.00018e-06 | 0.00104148 | 4.26455e-08 | 1.81e-07 | 3.59e-06 | 9.012e-07 | 3.96e-08 | 8.46e-07 | 4.89e-06 |
 |(scale=1.0) m0=1360, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 3.45244e-06 | 5.86136e-06 | 0.000872555 | 4.08359e-08 | 1.34e-07 | 2.72e-06 | 7.111e-07 | 2.997e-08 | 5.65e-07 | 3.49e-06 |
 |(scale=1.0) m0=1360, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 2.70367e-06 | 4.89887e-06 | 0.000733534 | 3.91071e-08 | 9.86e-08 | 2.05e-06 | 5.597e-07 | 2.256e-08 | 3.76e-07 | 2.47e-06 |
 |(scale=1.0) m0=1360, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 2.11848e-06 | 4.09387e-06 | 0.000617259 | 3.74089e-08 | 7.2e-08 | 1.53e-06 | 4.405e-07 | 1.698e-08 | 2.49e-07 | 1.74e-06 |
 |(scale=1.0) m0=1360, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 1.66041e-06 | 3.43301e-06 | 0.000519343 | 3.57614e-08 | 5.23e-08 | 1.14e-06 | 3.4636e-07 | 1.269e-08 | 1.64e-07 | 1.22e-06 |
 |(scale=1.0) m0=1360, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 1.29916e-06 | 2.86778e-06 | 0.000437964 | 3.41744e-08 | 3.77e-08 | 8.46e-07 | 2.7197e-07 | 9.44e-09 | 1.07e-07 | 8.52e-07 |
 |(scale=1.0) m0=1360, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 1.01861e-06 | 2.39788e-06 | 0.000369351 | 3.26181e-08 | 2.7e-08 | 6.23e-07 | 2.1317e-07 | 6.996e-09 | 6.98e-08 | 5.9e-07 |
 |(scale=1.0) m0=1360, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 7.97602e-07 | 2.00503e-06 | 0.000312525 | 3.11422e-08 | 1.91e-08 | 4.56e-07 | 1.6682e-07 | 5.168e-09 | 4.5e-08 | 4.05e-07 |
 |(scale=1.0) m0=1380, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 6.16108e-07 | 1.59154e-06 | 0.000265333 | 2.49756e-08 | 1.18e-08 | 2.94e-07 | 1.2358e-07 | 3.464e-09 | 2.84e-08 | 2.6e-07 |
 |(scale=1.0) m0=1380, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.079987 | 0.0011235 | 77.1106 | 9.1824e-08 | 0.000178 | 0.00178 | 0.0011763 | 5.23e-05 | 59.7 | 0.407 |
 |(scale=1.0) m0=1380, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.057991 | 0.00106085 | 27.807 | 9.1231e-08 | 0.000171 | 0.00174 | 0.0010829 | 4.895e-05 | 22.5 | 0.285 |
 |(scale=1.0) m0=1380, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.042459 | 0.00099312 | 13.2308 | 9.0563e-08 | 0.000162 | 0.00168 | 0.0009851 | 4.517e-05 | 9.48 | 0.202 |
 |(scale=1.0) m0=1380, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.031364 | 0.00092145 | 7.18179 | 8.9719e-08 | 0.000153 | 0.0016 | 0.0008814 | 4.117e-05 | 4.34 | 0.145 |
 |(scale=1.0) m0=1380, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.023337 | 0.00084956 | 4.24249 | 8.8839e-08 | 0.000142 | 0.00152 | 0.0007776 | 3.706e-05 | 2.11 | 0.105 |
